Player, Nation, Position, Club, League, Age, YearBorn, 90s, Goals, Shots, SoT, SoT%, Sh/90, SoT/90,G/Sh,G/SoT,DistAvg, FKAtt,PKMade,PKAtt, xG, npxG, npxG/Sh, G-xG, np:G-xG, Matches"
"Jonas Lössl","dkDEN","GK","Huddersfield","engPremier League","29","1989","30.9","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Albert Lottin","frFRA","MF,FW","Bordeaux","frLigue 1","16","2001","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Imran Louza","maMAR","MF","Nantes","frLigue 1","19","1999","1.0","0","1","0","0.0","1.02","0.00","0.00","","29.7","0","0","0","0.0","0.0","0.03","0.0","0.0",
"Davor Lovren","hrCRO","MF","Düsseldorf","deBundesliga","19","1998","0.5","0","1","1","100.0","1.96","1.96","0.00","0.00","27.8","0","0","0","0.0","0.0","0.03","0.0","0.0",
"Dejan Lovren","hrCRO","DF","Liverpool","engPremier League","29","1989","11.0","1","6","1","16.7","0.55","0.09","0.17","1.00","12.6","0","0","0","0.7","0.7","0.12","+0.3","+0.3",
"Chris Löwe","deGER","DF,MF","Huddersfield","engPremier League","29","1989","22.9","0","18","6","33.3","0.79","0.26","0.00","0.00","24.2","1","0","0","0.6","0.6","0.04","-0.6","-0.6",
"Eduard Löwen","deGER","MF,FW","Nürnberg","deBundesliga","21","1997","18.0","3","37","13","35.1","2.05","0.72","0.08","0.23","25.0","7","0","0","3.1","3.1","0.08","-0.1","-0.1",
"Matthew Lowton","engENG","DF","Burnley","engPremier League","29","1989","19.4","0","4","0","0.0","0.21","0.00","0.00","","23.5","0","0","0","0.6","0.6","0.16","-0.6","-0.6",
"Anthony Lozano","hnHON","FW,MF","Girona","esLa Liga","25","1993","8.1","0","23","11","47.8","2.84","1.36","0.00","0.00","14.2","0","0","0","2.3","2.3","0.10","-2.3","-2.3",
"Derrick Luckassen","nlNED","DF","Hertha BSC","deBundesliga","23","1995","2.8","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Filipe Luís","brBRA","DF","Atlético Madrid","esLa Liga","32","1985","22.6","2","10","6","60.0","0.44","0.27","0.20","0.33","20.6","0","0","0","0.8","0.8","0.08","+1.2","+1.2",
"José Luis Gayà","esESP","DF","Valencia","esLa Liga","23","1995","34.9","1","15","3","20.0","0.43","0.09","0.07","0.33","20.8","1","0","0","1.0","1.0","0.06","0.0","0.0",
"José Luis Morales","esESP","FW,MF","Levante","esLa Liga","31","1987","35.5","12","60","28","46.7","1.69","0.79","0.15","0.32","15.5","0","3","5","13.6","9.7","0.16","-1.6","-0.7",
"José Luis Palomino","arARG","DF","Atalanta","itSerie A","28","1990","25.1","1","8","3","37.5","0.32","0.12","0.13","0.33","11.8","0","0","0","1.9","1.9","0.24","-0.9","-0.9",
"Luisinho","ptPOR","DF","Huesca","esLa Liga","33","1985","5.6","0","3","1","33.3","0.53","0.18","0.00","0.00","25.9","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"David Luiz","brBRA","DF","Chelsea","engPremier League","31","1987","36.0","3","34","8","23.5","0.95","0.22","0.09","0.38","18.1","9","0","0","2.6","2.6","0.08","+0.4","+0.4",
"Douglas Luiz","brBRA","MF","Girona","esLa Liga","20","1998","16.6","0","16","0","0.0","0.97","0.00","0.00","","25.4","0","0","0","1.6","1.6","0.10","-1.6","-1.6",
"Everton Luiz","brBRA","MF","SPAL","itSerie A","30","1988","3.5","0","2","0","0.0","0.57","0.00","0.00","","20.0","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Jordan Lukaku","beBEL","DF,MF","Lazio","itSerie A","24","1994","1.9","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Romelu Lukaku","beBEL","FW","Manchester Utd","engPremier League","25","1993","23.7","12","55","32","58.2","2.32","1.35","0.22","0.38","11.3","0","0","0","10.5","10.5","0.19","+1.5","+1.5",
"Dodi Lukebakio","beBEL","FW,MF","Düsseldorf","deBundesliga","20","1997","21.9","10","50","26","52.0","2.28","1.19","0.12","0.23","18.2","0","4","6","12.7","8.0","0.16","-2.7","-2.0",
"Saša Lukić","rsSRB","MF","Torino","itSerie A","21","1996","11.0","2","9","4","44.4","0.82","0.36","0.22","0.50","21.3","0","0","0","1.5","1.5","0.17","+0.5","+0.5",
"Senad Lulić","baBIH","DF,FW","Lazio","itSerie A","32","1986","32.5","4","27","8","29.6","0.83","0.25","0.15","0.50","19.0","0","0","0","2.3","2.3","0.08","+1.7","+1.7",
"Antonio Luna","esESP","DF,FW","Levante","esLa Liga","27","1991","14.0","0","3","1","33.3","0.21","0.07","0.00","0.00","18.7","0","0","0","0.2","0.2","0.06","-0.2","-0.2",
"Andriy Lunin","uaUKR","GK","Leganés","esLa Liga","19","1999","4.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Sebastiano Luperto","itITA","DF","Napoli","itSerie A","21","1996","8.1","0","2","0","0.0","0.25","0.00","0.00","","11.7","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Fabian Lustenberger","chSUI","DF,MF","Hertha BSC","deBundesliga","30","1988","24.1","0","2","0","0.0","0.08","0.00","0.00","","9.0","0","0","0","0.1","0.1","0.07","-0.1","-0.1",
"Andreas Luthe","deGER","GK","Augsburg","deBundesliga","31","1987","14.6","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Lyanco","brBRA","DF","Torino","itSerie A","21","1997","1.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Lyanco","brBRA","DF","Bologna","itSerie A","21","1997","12.4","1","8","2","25.0","0.64","0.16","0.13","0.50","20.1","0","0","0","0.4","0.4","0.05","+0.6","+0.6",
"Hervé Lybohy","neNIG","DF","Nîmes","frLigue 1","35","1983","16.4","2","4","2","50.0","0.24","0.12","0.50","1.00","10.0","0","0","0","0.5","0.5","0.12","+1.5","+1.5",
"Charalampos Lykogiannis","grGRE","DF","Cagliari","itSerie A","24","1993","9.2","0","7","2","28.6","0.76","0.22","0.00","0.00","25.2","2","0","0","0.3","0.3","0.04","-0.3","-0.3",
"Yann M'Vila","frFRA","MF","Saint-Étienne","frLigue 1","28","1990","36.2","0","14","2","14.3","0.39","0.06","0.00","0.00","26.5","0","0","0","0.4","0.4","0.03","-0.4","-0.4",
"Darwin Machís","veVEN","FW,MF","Udinese","itSerie A","25","1993","5.1","0","16","3","18.8","3.11","0.58","0.00","0.00","22.2","0","0","0","1.1","1.1","0.07","-1.1","-1.1",
"James Maddison","engENG","MF,FW","Leicester City","engPremier League","21","1996","31.5","7","81","26","32.1","2.58","0.83","0.07","0.23","22.4","15","1","2","7.4","5.9","0.07","-0.4","+0.1",
"Gary Madine","engENG","FW,MF","Cardiff City","engPremier League","27","1990","0.4","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Pablo Maffeo","esESP","DF,MF","Stuttgart","deBundesliga","21","1997","6.6","0","4","1","25.0","0.60","0.15","0.00","0.00","21.0","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Gabriel Magalhães","brBRA","DF","Lille","frLigue 1","20","1997","11.8","1","10","3","30.0","0.84","0.25","0.10","0.33","16.4","1","0","0","0.8","0.8","0.08","+0.2","+0.2",
"Francesco Magnanelli","itITA","MF","Sassuolo","itSerie A","33","1984","20.7","0","9","0","0.0","0.44","0.00","0.00","","27.8","0","0","0","0.3","0.3","0.03","-0.3","-0.3",
"Giangiacomo Magnani","itITA","DF","Sassuolo","itSerie A","22","1995","16.8","0","2","0","0.0","0.12","0.00","0.00","","8.7","0","0","0","0.2","0.2","0.10","-0.2","-0.2",
"Harry Maguire","engENG","DF","Leicester City","engPremier League","25","1993","28.8","3","30","12","40.0","1.04","0.42","0.10","0.25","14.4","0","0","0","2.4","2.4","0.08","+0.6","+0.6",
"Riyad Mahrez","dzALG","FW,MF","Manchester City","engPremier League","27","1991","14.9","7","53","25","47.2","3.55","1.68","0.13","0.28","17.4","1","0","1","5.5","4.7","0.09","+1.5","+2.3",
"Thiago Maia","brBRA","MF","Lille","frLigue 1","21","1997","11.3","0","2","1","50.0","0.18","0.09","0.00","0.00","6.2","0","0","0","0.7","0.5","0.26","-0.7","-0.5",
"Raffaele Maiello","itITA","MF","Frosinone","itSerie A","27","1991","22.7","0","10","2","20.0","0.44","0.09","0.00","0.00","24.6","0","0","0","0.4","0.4","0.04","-0.4","-0.4",
"Arne Maier","deGER","MF","Hertha BSC","deBundesliga","19","1999","22.9","0","20","6","30.0","0.87","0.26","0.00","0.00","24.7","0","0","0","0.8","0.8","0.04","-0.8","-0.8",
"Domenico Maietta","itITA","DF","Empoli","itSerie A","35","1982","19.0","0","7","2","28.6","0.37","0.11","0.00","0.00","27.1","0","0","0","0.3","0.3","0.04","-0.3","-0.3",
"Mike Maignan","frFRA","GK","Lille","frLigue 1","23","1995","38.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Linton Maina","deGER","FW,MF","Hannover 96","deBundesliga","19","1999","15.7","1","22","2","9.1","1.40","0.13","0.05","0.50","19.0","0","0","0","1.6","1.6","0.07","-0.6","-0.6",
"Ainsley Maitland-Niles","engENG","DF","Arsenal","engPremier League","20","1997","11.0","1","5","3","60.0","0.46","0.27","0.20","0.33","15.4","0","0","0","0.9","0.9","0.18","+0.1","+0.1",
"Josh Maja","ngNGA","FW","Bordeaux","frLigue 1","19","1998","2.2","1","5","2","40.0","2.27","0.91","0.20","0.50","15.3","0","0","0","0.8","0.8","0.15","+0.2","+0.2",
"Abdul Majeed Waris","ghGHA","FW,MF","Nantes","frLigue 1","26","1991","25.0","5","39","13","33.3","1.56","0.52","0.10","0.31","18.4","0","1","1","5.7","4.9","0.13","-0.7","-0.9",
"Jean-Victor Makengo","frFRA","MF,FW","Nice","frLigue 1","20","1998","11.4","1","13","5","38.5","1.14","0.44","0.08","0.20","17.4","0","0","0","1.4","1.4","0.11","-0.4","-0.4",
"Nemanja Maksimović","rsSRB","MF","Getafe","esLa Liga","23","1995","35.7","1","33","7","21.2","0.93","0.20","0.03","0.14","18.2","0","0","0","2.6","2.6","0.08","-1.6","-1.6",
"Nikola Maksimović","rsSRB","DF","Napoli","itSerie A","26","1991","15.3","0","2","1","50.0","0.13","0.07","0.00","0.00","11.1","0","0","0","0.1","0.1","0.07","-0.1","-0.1",
"Malcom","brBRA","FW,MF","Barcelona","esLa Liga","21","1997","6.8","1","11","6","54.5","1.61","0.88","0.09","0.17","13.7","0","0","0","1.4","1.4","0.12","-0.4","-0.4",
"Kévin Malcuit","maMAR","DF","Napoli","itSerie A","27","1991","20.1","0","12","3","25.0","0.60","0.15","0.00","0.00","22.0","0","0","0","0.4","0.4","0.03","-0.4","-0.4",
"Yunus Mallı","trTUR","MF,FW","Wolfsburg","deBundesliga","26","1992","7.8","1","7","3","42.9","0.90","0.39","0.00","0.00","20.4","0","1","1","1.9","1.1","0.15","-0.9","-1.1",
"Hugo Mallo","esESP","DF","Celta Vigo","esLa Liga","27","1991","34.4","1","24","8","33.3","0.70","0.23","0.04","0.13","19.8","0","0","0","1.8","1.8","0.07","-0.8","-0.8",
"Antonio Mance","hrCRO","FW","Nantes","frLigue 1","22","1995","0.6","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Vincent Manceau","frFRA","DF","Angers","frLigue 1","29","1989","31.0","1","16","1","6.3","0.52","0.03","0.06","1.00","24.4","0","0","0","0.8","0.8","0.05","+0.2","+0.2",
"Gianluca Mancini","itITA","DF","Atalanta","itSerie A","22","1996","25.0","5","40","13","32.5","1.60","0.52","0.13","0.38","10.5","0","0","0","5.3","5.3","0.13","-0.3","-0.3",
"Steve Mandanda","frFRA","GK","Marseille","frLigue 1","33","1985","30.4","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Reinildo Mandava","mzMOZ","DF","Lille","frLigue 1","24","1994","1.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Aïssa Mandi","dzALG","DF","Betis","esLa Liga","26","1991","34.0","1","6","3","50.0","0.18","0.09","0.17","0.33","13.4","0","0","0","0.6","0.6","0.11","+0.4","+0.4",
"Rolando Mandragora","itITA","MF","Udinese","itSerie A","21","1997","32.4","3","46","11","23.9","1.42","0.34","0.07","0.27","24.7","3","0","0","1.7","1.7","0.04","+1.3","+1.3",
"Mario Mandžukić","hrCRO","FW","Juventus","itSerie A","32","1986","22.4","9","31","17","54.8","1.39","0.76","0.29","0.53","10.0","0","0","0","6.4","6.4","0.21","+2.6","+2.6",
"Sadio Mané","snSEN","FW","Liverpool","engPremier League","26","1992","34.2","22","87","42","48.3","2.54","1.23","0.25","0.52","13.0","0","0","0","15.1","15.1","0.17","+6.9","+6.9",
"Thomas Mangani","frFRA","MF","Angers","frLigue 1","31","1987","17.8","3","16","5","31.3","0.90","0.28","0.00","0.00","29.9","5","3","4","3.9","0.8","0.05","-0.9","-0.8",
"Kostas Manolas","grGRE","DF","Roma","itSerie A","27","1991","25.8","1","14","1","7.1","0.54","0.04","0.07","1.00","10.0","0","0","0","1.8","1.8","0.13","-0.8","-0.8",
"Javier Manquillo","esESP","DF","Newcastle Utd","engPremier League","24","1994","12.2","0","2","1","50.0","0.16","0.08","0.00","0.00","19.0","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Martín Mantovani","arARG","DF","Huesca","esLa Liga","34","1984","7.8","2","5","3","60.0","0.64","0.39","0.40","0.67","9.9","0","0","0","0.5","0.5","0.10","+1.5","+1.5",
"Juan Manuel Valencia","coCOL","FW","Bologna","itSerie A","20","1998","0.3","0","1","0","0.0","3.21","0.00","0.00","","21.8","0","0","0","0.0","0.0","0.02","0.0","0.0",
"Harrison Manzala","cdCOD","MF,FW","Angers","frLigue 1","24","1994","0.8","0","2","0","0.0","2.43","0.00","0.00","","12.9","0","0","0","0.6","0.6","0.32","-0.6","-0.6",
"Fran Manzanara","esESP","DF,MF","Levante","esLa Liga","21","1996","1.7","0","1","0","0.0","0.57","0.00","0.00","","3.0","0","0","0","0.6","0.6","0.63","-0.6","-0.6",
"Myziane Maolida","kmCOM","FW","Nice","frLigue 1","19","1999","10.6","0","18","7","38.9","1.70","0.66","0.00","0.00","15.1","0","0","0","2.5","2.5","0.14","-2.5","-2.5",
"Faitout Maouassa","frFRA","DF","Nîmes","frLigue 1","20","1998","23.7","0","8","3","37.5","0.34","0.13","0.00","0.00","21.7","0","0","0","0.7","0.7","0.09","-0.7","-0.7",
"Fernando Marçal","brBRA","DF","Lyon","frLigue 1","29","1989","9.8","0","5","1","20.0","0.51","0.10","0.00","0.00","26.0","1","0","0","0.2","0.2","0.03","-0.2","-0.2",
"Iván Marcano","esESP","DF","Roma","itSerie A","31","1987","9.0","0","3","1","33.3","0.33","0.11","0.00","0.00","11.7","0","0","0","0.2","0.2","0.06","-0.2","-0.2",
"Marcelo","brBRA","DF","Real Madrid","esLa Liga","30","1988","20.6","2","35","12","34.3","1.70","0.58","0.06","0.17","21.5","0","0","0","1.9","1.9","0.06","+0.1","+0.1",
"Marcelo","brBRA","DF","Lyon","frLigue 1","31","1987","32.0","0","25","4","16.0","0.78","0.13","0.00","0.00","10.3","0","0","0","2.3","2.3","0.09","-2.3","-2.3",
"Solly March","engENG","FW,MF","Brighton","engPremier League","24","1994","27.4","1","43","9","20.9","1.57","0.33","0.02","0.11","21.4","3","0","0","2.5","2.5","0.06","-1.5","-1.5",
"Federico Marchetti","itITA","GK","Genoa","itSerie A","35","1983","4.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Gian Marco Ferrari","itITA","DF","Sassuolo","itSerie A","26","1992","31.0","4","23","8","34.8","0.74","0.26","0.17","0.50","11.1","0","0","0","2.2","2.2","0.10","+1.8","+1.8",
"Óscar de Marcos","esESP","DF,FW","Athletic Club","esLa Liga","29","1989","26.9","1","9","2","22.2","0.33","0.07","0.11","0.50","11.8","0","0","0","1.3","1.3","0.14","-0.3","-0.3",
"Georg Margreitter","atAUT","DF","Nürnberg","deBundesliga","29","1988","22.9","2","16","4","25.0","0.70","0.17","0.13","0.50","12.2","0","0","0","1.2","1.2","0.07","+0.8","+0.8",
"Miguel Marí","esESP","MF","Eibar","esLa Liga","21","1997","0.8","0","1","0","0.0","1.30","0.00","0.00","","28.5","0","0","0","0.0","0.0","0.02","0.0","0.0",
"José María Giménez","uyURU","DF","Atlético Madrid","esLa Liga","23","1995","19.7","0","15","3","20.0","0.76","0.15","0.00","0.00","13.0","0","0","0","1.2","1.2","0.08","-1.2","-1.2",
"Mariano","doDOM","FW","Real Madrid","esLa Liga","24","1993","5.0","3","23","8","34.8","4.63","1.61","0.13","0.38","14.2","1","0","0","2.6","2.6","0.11","+0.4","+0.4",
"Mariano","doDOM","FW","Lyon","frLigue 1","24","1993","1.6","0","3","0","0.0","1.89","0.00","0.00","","14.7","0","0","0","0.2","0.2","0.08","-0.2","-0.2",
"Adrian Mariappa","jmJAM","DF","Watford","engPremier League","31","1986","21.4","0","7","1","14.3","0.33","0.05","0.00","0.00","9.9","0","0","0","0.7","0.7","0.10","-0.7","-0.7",
"Jordan Marié","frFRA","MF","Dijon","frLigue 1","26","1991","20.0","1","15","7","46.7","0.75","0.35","0.07","0.14","24.3","0","0","0","1.1","1.1","0.07","-0.1","-0.1",
"Adrián Marín","esESP","DF,MF","Alavés","esLa Liga","21","1997","3.2","0","2","0","0.0","0.62","0.00","0.00","","10.1","0","0","0","0.3","0.3","0.13","-0.3","-0.3",
"João Mário","ptPOR","MF,FW","Inter","itSerie A","25","1993","12.0","1","16","3","18.8","1.33","0.25","0.06","0.33","21.5","0","0","0","1.0","1.0","0.06","0.0","0.0",
"Guillermo Maripán","clCHI","DF","Alavés","esLa Liga","24","1994","22.3","2","15","4","26.7","0.67","0.18","0.13","0.50","9.7","0","0","0","2.5","2.5","0.17","-0.5","-0.5",
"Lazar Marković","rsSRB","MF","Fulham","engPremier League","24","1994","0.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Marlon","brBRA","DF","Sassuolo","itSerie A","22","1995","16.8","1","6","2","33.3","0.36","0.12","0.17","0.50","16.8","0","0","0","0.4","0.4","0.06","+0.6","+0.6",
"Marquinhos","brBRA","DF,MF","Paris S-G","frLigue 1","24","1994","29.9","3","11","3","27.3","0.37","0.10","0.27","1.00","10.1","0","0","0","2.0","2.0","0.19","+1.0","+1.0",
"Roger Martí","esESP","FW","Levante","esLa Liga","27","1991","21.0","13","69","28","40.6","3.29","1.34","0.16","0.39","16.0","0","2","2","12.8","11.3","0.16","+0.2","-0.3",
"Anthony Martial","frFRA","FW","Manchester Utd","engPremier League","22","1995","18.0","10","38","22","57.9","2.11","1.22","0.24","0.41","16.1","0","1","1","6.2","5.4","0.16","+3.8","+3.6",
"Aarón Martín","esESP","DF","Mainz 05","deBundesliga","21","1997","32.0","0","18","5","27.8","0.56","0.16","0.00","0.00","23.6","2","0","0","0.8","0.8","0.04","-0.8","-0.8",
"Jonas Martin","frFRA","MF","Strasbourg","frLigue 1","28","1990","22.9","3","17","8","47.1","0.74","0.35","0.06","0.13","21.9","0","2","3","3.9","1.5","0.09","-0.9","-0.5",
"Marvin Martin","frFRA","MF","Reims","frLigue 1","30","1988","6.9","0","7","1","14.3","1.01","0.14","0.00","0.00","23.9","1","0","0","0.3","0.3","0.04","-0.3","-0.3",
"Iñigo Martínez","esESP","DF","Athletic Club","esLa Liga","27","1991","32.2","0","25","4","16.0","0.78","0.12","0.00","0.00","18.1","2","0","0","2.1","2.1","0.08","-2.1","-2.1",
"Javi Martínez","esESP","MF","Bayern Munich","deBundesliga","29","1988","14.5","3","18","8","44.4","1.24","0.55","0.17","0.38","14.2","0","0","0","1.5","1.5","0.09","+1.5","+1.5",
"Lautaro Martínez","arARG","FW,MF","Inter","itSerie A","20","1997","14.9","6","64","18","28.1","4.29","1.21","0.08","0.28","14.1","0","1","1","7.7","6.9","0.11","-1.7","-1.9",
"Pablo Martinez","frFRA","DF","Strasbourg","frLigue 1","29","1989","31.3","3","14","6","42.9","0.45","0.19","0.21","0.50","20.3","0","0","0","1.3","1.3","0.09","+1.7","+1.7",
"Gelson Martins","ptPOR","FW,MF","Atlético Madrid","esLa Liga","23","1995","2.5","0","5","1","20.0","1.97","0.39","0.00","0.00","16.2","0","0","0","0.3","0.3","0.06","-0.3","-0.3",
"Gelson Martins","ptPOR","FW,MF","Monaco","frLigue 1","23","1995","15.4","4","30","16","53.3","1.94","1.04","0.13","0.25","16.8","0","0","0","3.3","3.3","0.11","+0.7","+0.7",
"Adam Marušić","meMNE","DF","Lazio","itSerie A","25","1992","23.5","1","16","6","37.5","0.68","0.26","0.06","0.17","17.5","0","0","0","1.0","1.0","0.06","0.0","0.0",
"Omar Mascarell","gqEQG","MF","Schalke 04","deBundesliga","25","1993","11.0","0","6","0","0.0","0.54","0.00","0.00","","24.5","0","0","0","0.2","0.2","0.03","-0.2","-0.2",
"Andrea Masiello","itITA","DF","Atalanta","itSerie A","32","1986","20.4","0","8","1","12.5","0.39","0.05","0.00","0.00","11.8","0","0","0","1.4","1.4","0.17","-1.4","-1.4",
"Adam Masina","maMAR","DF","Watford","engPremier League","24","1994","11.2","0","3","0","0.0","0.27","0.00","0.00","","28.4","0","0","0","0.1","0.1","0.02","-0.1","-0.1",
"Jordi Masip","esESP","GK","Valladolid","esLa Liga","29","1989","35.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Han-Noah Massengo","frFRA","MF","Monaco","frLigue 1","17","2001","0.7","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Arthur Masuaku","cdCOD","DF","West Ham","engPremier League","24","1993","19.5","0","4","1","25.0","0.20","0.05","0.00","0.00","26.7","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Jaime Mata","esESP","FW,MF","Getafe","esLa Liga","29","1988","27.0","14","55","21","38.2","2.04","0.78","0.18","0.48","12.9","0","4","4","12.4","9.3","0.17","+1.6","+0.7",
"Juan Mata","esESP","FW,MF","Manchester Utd","engPremier League","30","1988","14.3","3","19","6","31.6","1.33","0.42","0.16","0.50","19.1","3","0","0","1.6","1.6","0.08","+1.4","+1.4",
"Luca Matarese","itITA","FW","Frosinone","itSerie A","20","1998","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jean-Philippe Mateta","frFRA","FW","Mainz 05","deBundesliga","21","1997","27.6","14","97","34","35.1","3.52","1.23","0.14","0.41","14.7","0","0","0","13.8","13.8","0.14","+0.2","+0.2",
"Christian Mathenia","deGER","GK","Nürnberg","deBundesliga","26","1992","21.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
