Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved
"Joe Aribo","ngNGA","MF,DF","Southampton","engPremier League","28","1996","22.4","1271","52","313","670","299","44","1271","49","21","42.9","22","44.9","745","4068","2021","36","29","12","27","19","925","65",
"Adam Armstrong","engENG","FW,MF","Southampton","engPremier League","27","1997","13.9","377","11","44","143","192","49","376","14","6","42.9","8","57.1","235","1324","599","25","13","6","11","18","286","79",
"Harrison Armstrong","engENG","MF","Everton","engPremier League","17","2007","0.5","20","0","3","12","7","2","20","1","1","100.0","0","0.0","15","110","43","1","2","0","2","3","14","0",
"José Arnaiz","esESP","FW,MF","Osasuna","esLa Liga","29","1995","1.5","117","4","17","44","58","11","117","5","1","20.0","2","40.0","55","296","171","6","2","3","5","5","59","20",
"Hákon Arnar Haraldsson","isISL","MF,FW","Lille","frLigue 1","21","2003","19.5","1136","15","111","502","533","77","1136","49","27","55.1","21","42.9","715","4265","2002","52","45","11","42","13","872","143",
"Marko Arnautović","atAUT","FW","Inter","itSerie A","35","1989","6.1","198","1","6","64","128","39","198","3","2","66.7","1","33.3","99","364","119","4","3","2","13","3","155","61",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","30","1994","26.2","1576","86","356","927","308","7","1576","6","1","16.7","3","50.0","787","3069","1200","9","11","0","18","11","885","16",
"Jann-Fiete Arp","deGER","FW,MF","Holstein Kiel","deBundesliga","24","2000","7.9","303","9","43","115","151","28","301","32","14","43.8","16","50.0","158","929","344","14","10","3","34","16","179","66",
"Sergio Arribas","esESP","DF","Betis","esLa Liga","21","2003","1.0","71","5","24","43","4","0","71","0","0","","0","","33","128","75","0","0","0","0","0","35","4",
"Kepa Arrizabalaga","esESP","GK","Bournemouth","engPremier League","29","1994","31.0","1087","800","1057","29","1","1","1087","1","1","100.0","0","0.0","621","3129","1797","0","0","0","0","0","486","0",
"Arthur","brBRA","DF","Leverkusen","deBundesliga","21","2003","8.4","508","15","119","220","173","13","508","24","5","20.8","19","79.2","242","1264","698","15","14","2","13","6","309","53",
"Takuma Asano","jpJPN","FW,MF","Mallorca","esLa Liga","29","1994","11.7","356","8","53","141","169","53","356","25","6","24.0","16","64.0","207","1312","589","28","12","12","27","12","226","76",
"Raúl Asencio","esESP","DF","Real Madrid","esLa Liga","21","2003","18.6","1149","156","623","501","37","11","1149","9","6","66.7","0","0.0","720","3559","1874","5","5","1","5","6","807","4",
"Marco Asensio","esESP","MF","Aston Villa","engPremier League","28","1996","8.3","386","6","38","158","200","30","384","19","12","63.2","5","26.3","242","1466","682","22","21","5","9","8","265","38",
"Marco Asensio","esESP","FW,MF","Paris S-G","frLigue 1","28","1996","6.9","377","2","20","180","182","40","377","8","4","50.0","3","37.5","260","1292","596","19","13","9","3","5","324","49",
"Kristjan Asllani","alALB","MF","Inter","itSerie A","22","2002","11.0","1061","25","258","638","167","9","1059","6","1","16.7","4","66.7","700","3112","1231","7","14","1","5","2","859","20",
"Iago Aspas","esESP","FW,MF","Celta Vigo","esLa Liga","36","1987","19.4","1038","4","75","510","466","67","1032","27","15","55.6","8","29.6","724","3480","1573","50","39","15","35","20","876","143",
"Yaser Asprilla","coCOL","FW,MF","Girona","esLa Liga","20","2003","15.6","831","11","69","319","453","48","831","64","29","45.3","25","39.1","534","3762","1860","72","37","29","45","17","607","140",
"Lorenz Assignon","tgTOG","DF,MF","Rennes","frLigue 1","24","2000","26.2","1638","66","347","706","596","80","1638","77","28","36.4","47","61.0","807","5281","3034","98","72","26","56","34","1006","206",
"Dehmaine Assoumani","frFRA","MF,FW","Nantes","frLigue 1","19","2005","1.1","77","2","12","39","27","7","77","6","3","50.0","3","50.0","48","309","154","4","2","2","7","3","49","15",
"Valentin Atangana Edoa","frFRA","MF","Reims","frLigue 1","18","2005","31.7","1433","115","457","760","234","54","1433","48","14","29.2","29","60.4","735","4761","2212","41","35","8","57","23","889","38",
"Arthur Atta","frFRA","MF,FW","Udinese","itSerie A","21","2003","13.9","813","21","125","417","289","39","813","61","27","44.3","30","49.2","515","3228","1219","31","31","10","34","22","593","77",
"Noah Atubolu","deGER","GK","Freiburg","deBundesliga","22","2002","25.6","1198","918","1188","11","0","0","1198","0","0","","0","","680","3599","1803","0","0","0","0","0","680","0",
"Emil Audero","idIDN","GK","Como","itSerie A","27","1997","8.0","269","219","268","1","0","0","269","0","0","","0","","177","821","476","0","0","0","0","0","162","0",
"Tommaso Augello","itITA","DF","Cagliari","itSerie A","29","1994","30.1","1902","103","657","697","569","12","1902","43","24","55.8","18","41.9","882","4179","2239","58","37","3","27","18","1020","113",
"Carlos Augusto","brBRA","DF","Inter","itSerie A","25","1999","18.8","1413","88","466","678","280","43","1413","12","7","58.3","5","41.7","837","4189","1960","31","26","4","18","13","997","83",
"Yann Aurel Bisseck","deGER","DF","Inter","itSerie A","23","2000","18.3","1465","122","509","778","181","43","1465","15","3","20.0","10","66.7","998","5759","2687","32","27","3","16","7","1136","44",
"Brandon Austin","engENG","GK","Tottenham","engPremier League","25","1999","1.0","36","30","36","0","0","0","36","0","0","","0","","22","104","46","0","0","0","0","0","16","0",
"Ezequiel Ávila","arARG","FW","Betis","esLa Liga","30","1994","7.5","323","7","34","131","163","34","323","11","5","45.5","5","45.5","173","767","334","12","7","4","23","7","216","48",
"Taiwo Awoniyi","ngNGA","FW","Nott'ham Forest","engPremier League","26","1997","4.6","167","5","16","78","74","21","167","9","4","44.4","5","55.6","90","402","183","6","5","2","19","19","113","20",
"Yasin Ayari","seSWE","MF","Brighton","engPremier League","20","2003","21.8","1233","58","275","624","354","45","1233","45","18","40.0","18","40.0","655","3244","1466","30","25","6","38","22","801","61",
"Florian Ayé","frFRA","FW","Auxerre","frLigue 1","27","1997","6.4","187","5","18","93","76","20","187","2","2","100.0","0","0.0","89","479","147","5","6","3","19","6","127","30",
"André Ayew","ghGHA","FW","Le Havre","frLigue 1","34","1989","16.1","378","21","44","207","134","40","378","13","5","38.5","7","53.8","159","641","164","5","3","3","26","26","226","43",
"Jordan Ayew","ghGHA","FW,MF","Crystal Palace","engPremier League","32","1991","0.2","12","0","0","7","5","1","12","0","0","","0","","6","25","12","0","0","0","0","1","9","1",
"Jordan Ayew","ghGHA","FW,MF","Leicester City","engPremier League","32","1991","18.2","798","21","103","407","312","55","797","64","26","40.6","32","50.0","479","3374","1540","49","37","11","63","40","540","86",
"Neil El Aynaoui","maMAR","MF","Lens","frLigue 1","23","2001","17.6","1196","54","272","653","281","25","1193","21","5","23.8","11","52.4","582","2674","1014","11","13","2","25","21","761","29",
"Ayman Azhil","maMAR","MF","Dortmund","deBundesliga","23","2001","0.3","9","0","2","4","3","0","9","1","0","0.0","1","100.0","4","12","0","0","0","0","1","1","5","1",
"Adam Aznou","maMAR","DF","Valladolid","esLa Liga","18","2006","9.7","508","39","191","241","89","12","508","41","19","46.3","15","36.6","219","1349","804","16","6","3","28","12","228","26",
"Adam Aznou","maMAR","DF","Bayern Munich","deBundesliga","18","2006","0.2","18","1","1","7","11","0","18","0","0","","0","","12","40","16","0","2","0","0","0","14","2",
"César Azpilicueta","esESP","DF","Atlético Madrid","esLa Liga","34","1989","9.7","759","41","232","393","137","11","759","2","1","50.0","1","50.0","432","1914","1318","13","18","1","8","1","516","20",
"Paulo Azzi","brBRA","DF","Cagliari","itSerie A","30","1994","4.7","242","19","66","97","84","8","242","13","8","61.5","4","30.8","119","804","450","15","10","3","3","4","135","26",
"Oussama El Azzouzi","maMAR","MF","Bologna","itSerie A","23","2001","0.2","20","0","3","15","2","0","20","0","0","","0","","14","81","20","0","0","0","0","0","18","0",
"Papa Ba","esESP","MF","Girona","esLa Liga","19","2004","0.5","20","1","5","10","5","1","20","2","1","50.0","1","50.0","9","69","24","1","0","1","1","1","14","2",
"Shavy Babicka","gaGAB","MF,FW","Toulouse","frLigue 1","24","2000","13.2","428","4","46","145","252","53","428","37","11","29.7","21","56.8","273","1708","871","36","17","14","28","18","300","122",
"Jacopo Bacci","itITA","MF","Empoli","itSerie A","19","2005","0.3","14","1","4","10","0","0","14","0","0","","0","","5","25","1","0","0","0","0","0","5","0",
"Aliou Badara Baldé","gnGUI","MF,FW","Bochum","deBundesliga","21","2002","1.0","43","0","2","18","25","2","43","9","2","22.2","6","66.7","30","207","129","2","4","0","5","3","29","5",
"Loïc Bade","frFRA","DF","Sevilla","esLa Liga","24","2000","29.8","2135","284","1298","799","54","20","2135","22","17","77.3","2","9.1","1173","5710","2853","11","10","1","17","8","1463","6",
"Milan Badelj","hrCRO","MF","Genoa","itSerie A","35","1989","16.4","1014","58","268","623","129","13","1014","20","9","45.0","9","45.0","499","1952","803","8","8","2","19","11","658","14",
"Benoît Badiashile","frFRA","DF","Chelsea","engPremier League","23","2001","3.7","336","31","138","186","13","0","336","1","0","0.0","1","100.0","177","660","340","3","5","0","1","0","247","2",
"Alex Baena","esESP","MF,FW","Villarreal","esLa Liga","23","2001","28.8","1569","23","209","634","762","89","1568","56","21","37.5","27","48.2","895","5493","3201","91","93","15","42","32","1044","154",
"Leon Bailey","jmJAM","FW,MF","Aston Villa","engPremier League","26","1997","12.7","545","18","77","155","323","70","545","57","22","38.6","24","42.1","348","2582","1371","58","23","34","35","25","390","121",
"Eric Bailly","ciCIV","DF","Villarreal","esLa Liga","30","1994","6.9","394","57","196","186","13","5","394","3","3","100.0","0","0.0","200","1048","519","1","4","0","6","1","251","0",
"Theo Bair","caCAN","FW","Auxerre","frLigue 1","24","1999","10.4","306","11","27","133","147","50","306","8","2","25.0","6","75.0","143","644","288","15","4","9","18","7","218","42",
"Stefan Bajcetic","esESP","MF,DF","Las Palmas","esLa Liga","19","2004","10.8","570","33","148","339","90","6","570","24","11","45.8","9","37.5","238","1175","538","8","9","0","21","6","293","9",
"Cédric Bakambu","cdCOD","FW","Betis","esLa Liga","33","1991","7.9","226","6","16","97","115","33","226","7","1","14.3","5","71.4","113","505","274","9","4","7","28","11","157","43",
"Mitchel Bakker","nlNED","MF","Atalanta","itSerie A","24","2000","0.2","10","0","2","5","3","0","10","0","0","","0","","6","23","15","0","0","0","0","0","7","1",
"Mitchel Bakker","nlNED","FW,DF","Lille","frLigue 1","24","2000","12.7","758","12","101","328","334","32","758","21","11","52.4","9","42.9","439","2124","1132","43","20","7","18","11","547","120",
"Darryl Bakola","frFRA","DF,MF","Marseille","frLigue 1","16","2007","0.2","15","0","4","6","5","0","15","1","0","0.0","1","100.0","9","49","23","0","1","0","0","1","14","0",
"Ridle Baku","deGER","FW,MF","Wolfsburg","deBundesliga","26","1998","13.0","646","15","112","307","234","34","646","20","9","45.0","10","50.0","352","1626","643","16","9","8","15","10","391","78",
"Ridle Baku","deGER","DF,MF","RB Leipzig","deBundesliga","26","1998","14.2","796","32","151","356","295","32","796","24","16","66.7","6","25.0","383","1742","863","21","17","3","26","14","503","97",
"Dilane Bakwa","frFRA","MF,DF","Strasbourg","frLigue 1","21","2002","27.7","1420","21","170","588","685","79","1420","127","50","39.4","65","51.2","890","5928","2934","107","70","42","60","34","1046","249",
"Tommaso Baldanzi","itITA","MF,FW","Roma","itSerie A","21","2003","9.2","472","5","43","191","248","38","472","39","17","43.6","21","53.8","292","1963","994","39","31","10","16","9","335","57",
"Alejandro Balde","esESP","DF","Barcelona","esLa Liga","20","2003","25.4","1721","38","310","843","596","47","1721","110","46","41.8","44","40.0","1075","6639","3463","107","68","16","44","27","1245","246",
"Keita Baldé","snSEN","FW","Monza","itSerie A","29","1995","7.1","289","0","17","163","111","17","289","16","5","31.3","8","50.0","216","1250","631","19","15","2","20","15","255","29",
"Carlos Baleba","cmCMR","MF","Brighton","engPremier League","20","2004","29.6","1697","94","410","994","339","12","1697","57","33","57.9","20","35.1","971","5692","2810","43","45","3","39","42","1035","29",
"Leonardo Balerdi","arARG","DF","Marseille","frLigue 1","25","1999","25.3","2767","209","1085","1623","78","21","2767","32","22","68.8","10","31.3","1752","7762","4916","13","15","2","20","13","2183","5",
"Iván Balliu","alALB","DF","Rayo Vallecano","esLa Liga","32","1992","13.3","762","42","262","340","166","10","762","6","3","50.0","1","16.7","326","1014","441","8","6","2","12","2","379","21",
"Fodé Ballo-Touré","snSEN","DF,MF","Le Havre","frLigue 1","27","1997","6.5","377","19","138","186","59","1","377","14","5","35.7","7","50.0","163","963","547","15","8","0","8","10","201","14",
"Botond Balogh","huHUN","DF","Parma","itSerie A","22","2002","22.8","1228","250","731","476","25","8","1228","0","0","","0","","621","2737","1401","7","3","0","9","1","725","1",
"Folarin Balogun","usUSA","FW","Monaco","frLigue 1","23","2001","6.8","220","0","6","91","126","51","220","18","4","22.2","12","66.7","143","889","408","21","12","12","33","13","178","73",
"Mario Balotelli","itITA","FW,MF","Genoa","itSerie A","33","1990","0.7","23","1","4","7","12","1","23","0","0","","0","","10","46","23","0","1","0","1","0","16","5",
"Abdoulaye Bamba","ciCIV","DF","Angers","frLigue 1","34","1990","16.8","743","90","411","308","26","3","743","2","2","100.0","0","0.0","408","1532","641","1","2","0","3","4","468","3",
"Jonathan Bamba","ciCIV","FW,MF","Celta Vigo","esLa Liga","28","1996","9.0","468","7","74","235","170","21","468","38","15","39.5","19","50.0","307","1885","936","31","15","8","20","13","351","71",
"Mohamed Bamba","ciCIV","MF","Reims","frLigue 1","19","2004","0.1","22","1","8","12","2","0","22","0","0","","0","","14","38","18","0","1","0","0","0","17","0",
"Samuel Bamba","deGER","FW,MF","Bochum","deBundesliga","20","2004","0.3","31","0","2","11","19","1","31","4","1","25.0","3","75.0","20","134","69","3","2","1","3","0","22","8",
"Lameck Banda","zmZAM","FW,MF","Lecce","itSerie A","23","2001","6.8","252","5","39","100","120","21","252","28","10","35.7","14","50.0","169","1620","859","27","10","17","17","9","171","46",
"Daniel Bandeira","ptPOR","MF","Hellas Verona","itSerie A","24","2000","4.5","266","12","75","171","24","0","266","1","1","100.0","0","0.0","148","750","352","1","2","0","4","6","167","4",
"Mattia Bani","itITA","DF","Genoa","itSerie A","30","1993","16.7","1048","180","689","340","24","10","1048","5","2","40.0","0","0.0","558","2317","1013","6","1","0","4","3","699","3",
"Noahkai Banks","usUSA","DF","Augsburg","deBundesliga","17","2006","3.1","229","23","94","124","14","2","229","1","0","0.0","1","100.0","123","580","253","2","5","0","2","1","129","3",
"Scott Banks","sctSCO","FW,MF","St. Pauli","deBundesliga","22","2001","1.3","48","2","11","12","26","6","48","7","2","28.6","3","42.9","24","151","63","3","1","3","0","2","28","8",
"Adrian Baquerin","esESP","FW","Valladolid","esLa Liga","17","2007","0.5","18","1","2","8","8","3","18","2","0","0.0","1","50.0","10","21","4","0","0","0","1","1","11","0",
"Antonín Barák","czCZE","MF","Fiorentina","itSerie A","29","1994","0.6","25","1","2","11","12","3","25","1","0","0.0","1","100.0","20","117","35","2","1","0","1","0","20","5",
"Federico Barba","itITA","DF","Como","itSerie A","30","1993","4.8","320","33","155","144","21","5","320","0","0","","0","","201","999","567","5","2","0","1","1","215","5",
"Valentín Barco","arARG","DF,FW","Sevilla","esLa Liga","20","2004","3.2","236","4","45","92","100","3","236","13","3","23.1","9","69.2","124","546","254","4","4","0","6","4","142","13",
"Valentín Barco","arARG","MF,DF","Strasbourg","frLigue 1","20","2004","12.9","928","48","302","443","193","15","928","20","9","45.0","10","50.0","513","2052","1117","20","28","2","22","10","632","55",
"Bradley Barcola","frFRA","FW","Paris S-G","frLigue 1","21","2002","24.2","1278","13","84","393","814","214","1278","137","34","24.8","94","68.6","855","5835","3505","137","65","95","64","20","1019","374",
"Melvin Bard","frFRA","DF,MF","Nice","frLigue 1","23","2000","21.5","1436","88","470","684","302","36","1436","49","22","44.9","26","53.1","778","4599","2686","53","36","10","28","15","858","95",
