Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved 
"Ezechiel Banzuzi","nlNED","MF","RB Leipzig","deBundesliga","20-284","2005","3.2","184","26","63","84","38","6","184","2","2","100.0","0","0.0","76","348","138","2","2","1","2","1","104","7",
"Tommaso Barbieri","itITA","FW,DF","Cremonese","itSerie A","23-093","2002","5.5","264","15","82","104","82","11","264","11","3","27.3","5","45.5","132","877","536","12","12","0","8","2","141","25",
"Valentín Barco","arARG","MF,DF","Strasbourg","frLigue 1","21-127","2004","11.8","839","30","212","429","210","17","839","38","16","42.1","20","52.6","550","2267","1277","19","24","3","13","13","611","41",
"Bradley Barcola","frFRA","FW","Paris S-G","frLigue 1","23-086","2002","7.4","412","3","25","107","289","57","412","39","14","35.9","25","64.1","287","1866","1023","32","17","22","15","6","348","112",
"Melvin Bard","frFRA","DF,MF","Nice","frLigue 1","25-021","2000","12.0","683","47","229","314","151","9","683","14","9","64.3","4","28.6","407","2137","1237","26","22","2","18","11","413","47",
"Roony Bardghji","seSWE","FW","Barcelona","esLa Liga","20-012","2005","2.0","129","0","1","45","84","12","129","22","12","54.5","10","45.5","90","524","287","7","2","4","4","1","105","25",
"Nicolò Barella","itITA","MF","Inter","itSerie A","28-293","1997","10.3","816","10","122","379","323","32","816","18","8","44.4","8","44.4","486","2339","1184","28","24","7","15","9","616","49",
"Kike Barja","esESP","FW,MF","Osasuna","esLa Liga","28-240","1997","1.4","62","0","4","18","40","1","62","6","1","16.7","5","83.3","41","278","122","7","4","0","1","5","43","9",
"Ross Barkley","engENG","MF","Aston Villa","engPremier League","31-357","1993","1.2","64","4","15","34","16","5","64","2","0","0.0","1","50.0","34","275","151","5","4","0","2","3","42","4",
"Ashley Barnes","engENG","FW","Burnley","engPremier League","36-028","1989","0.1","8","0","0","6","2","0","8","1","1","100.0","0","0.0","3","4","3","0","1","0","2","0","7","1",
"Harvey Barnes","engENG","FW","Newcastle Utd","engPremier League","27-353","1997","6.2","225","6","15","73","140","33","225","17","4","23.5","12","70.6","160","1041","547","23","12","9","14","6","172","61",
"Ander Barrenetxea","esESP","MF,FW","Real Sociedad","esLa Liga","23-335","2001","9.6","527","14","67","196","274","52","527","64","30","46.9","26","40.6","331","2291","1223","43","25","20","38","11","355","82",
"Pablo Barrios","esESP","MF","Atlético Madrid","esLa Liga","22-165","2003","10.5","736","13","112","409","228","24","736","36","20","55.6","12","33.3","477","2567","1179","29","38","7","18","8","551","35",
"Thierno Barry","frFRA","FW","Everton","engPremier League","23-037","2002","5.2","171","10","21","77","73","15","171","10","4","40.0","6","60.0","74","353","125","3","5","1","18","3","130","25",
"Davide Bartesaghi","itITA","DF,FW","Milan","itSerie A","19-333","2005","6.4","335","24","98","120","117","7","335","6","2","33.3","3","50.0","160","569","271","8","5","3","8","4","215","48",
"Marc Bartra","esESP","DF","Betis","esLa Liga","34-316","1991","8.5","607","91","325","254","30","4","607","3","1","33.3","1","33.3","334","1584","869","4","8","0","7","2","383","0",
"Federico Baschirotto","itITA","DF","Cremonese","itSerie A","29-068","1996","12.0","687","116","404","269","17","8","687","0","0","","0","","338","1325","483","5","1","1","6","1","388","2",
"Toma Bašić","hrCRO","MF","Lazio","itSerie A","29-002","1996","6.5","359","17","78","207","76","6","359","3","0","0.0","1","33.3","195","764","339","7","5","2","7","6","265","13",
"Calvin Bassey","ngNGA","DF","Fulham","engPremier League","25-331","1999","11.1","798","92","421","347","34","4","798","9","4","44.4","3","33.3","524","2867","1612","14","4","0","6","8","564","3",
"Alessandro Bastoni","itITA","DF","Inter","itSerie A","26-228","1999","10.6","1000","55","272","503","233","16","1000","4","2","50.0","2","50.0","567","2749","1768","25","19","1","10","1","715","46",
"Augusto Batalla","arARG","GK","Rayo Vallecano","esLa Liga","29-211","1996","13.0","521","443","519","2","0","0","521","1","1","100.0","0","0.0","320","1619","1072","0","0","0","2","0","305","0",
"Michy Batshuayi","beBEL","FW","Eint Frankfurt","deBundesliga","32-056","1993","0.7","31","1","4","14","13","6","31","2","1","50.0","1","50.0","20","114","12","1","1","1","5","3","23","6",
"Martin Baturina","hrCRO","MF,FW","Como","itSerie A","22-284","2003","1.5","94","0","7","55","34","7","94","4","0","0.0","3","75.0","59","350","213","6","1","3","4","3","71","11",
"Oliver Baumann","deGER","GK","Hoffenheim","deBundesliga","35-178","1990","11.0","469","334","459","10","0","0","469","1","1","100.0","0","0.0","263","1219","709","0","0","0","0","0","269","0",
"Christoph Baumgartner","atAUT","MF","RB Leipzig","deBundesliga","26-118","1999","9.6","412","22","98","205","114","38","411","13","6","46.2","6","46.2","191","1071","640","15","16","3","18","8","261","37",
"Altay Bayındır","trTUR","GK","Manchester Utd","engPremier League","27-227","1998","6.0","208","165","207","1","0","0","208","1","1","100.0","0","0.0","142","645","374","0","0","0","2","0","126","0",
"Vakoun Bayo","ciCIV","FW","Udinese","itSerie A","28-321","1997","3.2","122","4","11","51","61","15","122","2","0","0.0","2","100.0","58","236","84","3","2","1","7","3","86","15",
"Ihlas Bebou","tgTOG","FW","Hoffenheim","deBundesliga","31-218","1994","0.9","34","3","5","13","17","4","34","1","1","100.0","0","0.0","24","142","65","3","2","0","4","1","30","9",
"Samu Becerra","esESP","DF,MF","Rayo Vallecano","esLa Liga","19-330","2006","0.1","15","1","2","4","9","2","15","0","0","","0","","12","87","16","0","0","0","1","0","13","2",
"Adrian Beck","deGER","MF,FW","Heidenheim","deBundesliga","28-171","1997","4.5","225","4","36","113","78","8","225","17","9","52.9","8","47.1","139","834","378","12","9","4","12","7","160","29",
"Sheraldo Becker","srSUR","MF,FW","Osasuna","esLa Liga","30-291","1995","1.2","54","2","11","15","28","8","54","2","0","0.0","1","50.0","35","215","77","4","2","2","3","2","34","16",
"Donny van de Beek","nlNED","MF","Girona","esLa Liga","28-223","1997","0.5","20","3","5","9","6","2","20","0","0","","0","","6","24","3","0","0","0","1","0","10","2",
"Tjaš Begić","siSVN","DF","Parma","itSerie A","22-150","2003","0.0","1","0","0","0","1","0","1","0","0","","0","","1","1","1","0","0","0","0","0","1","0",
"Maximilian Beier","deGER","MF,FW","Dortmund","deBundesliga","23-041","2002","7.2","306","8","44","85","181","33","306","14","5","35.7","9","64.3","168","725","376","11","7","5","21","12","208","67",
"Ismael Bekhoucha","maMAR","DF","Getafe","esLa Liga","21-007","2004","1.2","41","1","13","17","12","0","41","4","2","50.0","1","25.0","15","77","32","1","0","0","2","3","16","2",
"Reda Belahyane","maMAR","MF","Lazio","itSerie A","21-179","2004","1.7","81","4","14","44","25","1","81","4","2","50.0","2","50.0","44","213","104","1","5","0","1","3","55","5",
"Rafik Belghali","dzALG","DF,FW","Hellas Verona","itSerie A","23-173","2002","9.4","430","13","94","160","188","29","430","36","17","47.2","16","44.4","212","1417","625","22","14","6","25","11","210","53",
"Haris Belkebla","dzALG","MF","Angers","frLigue 1","31-303","1994","12.8","598","40","196","349","59","6","598","18","10","55.6","8","44.4","322","1326","522","4","6","2","28","7","384","6",
"Yassin Belkhdim","frFRA","MF,FW","Angers","frLigue 1","23-286","2002","11.4","493","22","149","252","100","14","493","6","2","33.3","4","66.7","252","1030","401","8","4","2","13","8","329","31",
"Stefan Bell","deGER","DF","Mainz 05","deBundesliga","34-095","1991","3.6","214","27","100","101","14","9","214","1","0","0.0","1","100.0","97","403","202","1","0","0","1","1","111","1",
"Armel Bella Kotchap","deGER","DF","Hellas Verona","itSerie A","23-351","2001","5.6","282","48","132","141","10","4","282","0","0","","0","","126","534","239","3","1","0","2","0","127","1",
"Raoul Bellanova","itITA","DF","Atalanta","itSerie A","25-194","2000","8.3","463","15","104","170","192","16","463","4","2","50.0","1","25.0","257","1246","670","25","12","3","5","1","295","65",
"Jean-Ricner Bellegarde","htHAI","MF,FW","Wolves","engPremier League","27-153","1998","5.6","279","6","37","138","107","11","279","15","8","53.3","4","26.7","159","1112","651","21","14","4","11","10","177","16",
"Héctor Bellerín","esESP","DF","Betis","esLa Liga","30-253","1995","11.1","760","40","239","355","170","18","760","9","5","55.6","3","33.3","405","1533","887","13","12","3","11","6","503","59",
"Jobe Bellingham","engENG","MF","Dortmund","deBundesliga","20-065","2005","4.7","342","13","72","191","82","4","342","7","2","28.6","4","57.1","196","876","414","5","8","0","8","10","244","18",
"Jude Bellingham","engENG","MF","Real Madrid","esLa Liga","22-151","2003","6.2","417","5","41","210","169","39","417","21","10","47.6","9","42.9","200","1132","573","14","3","4","13","12","327","37",
"Jeanuël Belocian","frFRA","DF","Leverkusen","deBundesliga","20-283","2005","1.7","134","8","29","79","26","0","134","1","1","100.0","0","0.0","60","352","222","3","3","0","1","3","100","3",
"Andrea Belotti","itITA","FW","Cagliari","itSerie A","31-342","1993","2.1","51","1","4","28","22","8","50","2","1","50.0","1","50.0","32","181","66","3","2","1","6","3","37","10",
"Fran Beltrán","esESP","MF","Celta Vigo","esLa Liga","26-297","1999","4.2","270","7","58","162","51","3","270","3","2","66.7","0","0.0","149","553","266","4","5","0","6","3","196","7",
"Lucas Beltrán","arARG","FW","Valencia","esLa Liga","24-243","2001","4.4","168","6","21","100","52","16","168","10","4","40.0","4","40.0","89","418","153","6","3","1","16","11","124","15",
"Eliesse Ben Seghir","maMAR","MF,FW","Monaco","frLigue 1","20-284","2005","0.5","32","0","4","20","8","1","32","2","1","50.0","0","0.0","21","103","49","2","0","0","1","1","25","4",
"Eliesse Ben Seghir","maMAR","MF","Leverkusen","deBundesliga","20-284","2005","1.9","117","1","7","50","62","9","117","8","5","62.5","2","25.0","82","555","281","9","11","4","7","3","98","23",
"Carlos Benavídez","uyURU","MF,DF","Alavés","esLa Liga","27-242","1998","0.4","24","3","6","12","6","1","24","1","0","0.0","1","100.0","12","42","25","1","0","0","1","1","13","2",
"Adrian Benedyczak","plPOL","FW,MF","Parma","itSerie A","25-003","2000","2.3","63","2","9","23","32","17","63","3","0","0.0","3","100.0","22","116","33","1","0","1","4","0","43","9",
"Yassine Benhattab","frFRA","MF,FW","Nantes","frLigue 1","23-009","2002","4.6","195","6","36","75","87","15","195","12","7","58.3","5","41.7","124","1040","469","15","12","7","21","2","132","33",
"Iker Benito","esESP","DF,FW","Osasuna","esLa Liga","23-109","2002","1.7","115","5","29","46","41","5","115","4","1","25.0","2","50.0","62","424","198","8","6","3","5","1","72","11",
"Ramy Bensebaini","dzALG","DF","Dortmund","deBundesliga","30-225","1995","8.5","791","49","205","497","93","5","791","5","2","40.0","1","20.0","489","2428","1608","22","22","0","8","2","572","5",
"Nabil Bentaleb","dzALG","MF","Lille","frLigue 1","31-003","1994","3.6","324","11","73","189","63","3","323","1","1","100.0","0","0.0","173","729","358","4","4","1","1","4","222","6",
"Rodrigo Bentancur","uyURU","MF","Tottenham","engPremier League","28-155","1997","8.0","482","31","147","262","75","15","482","10","6","60.0","4","40.0","233","1093","396","3","1","0","13","4","300","13",
"Lucas Beraldo","brBRA","DF","Paris S-G","frLigue 1","22-003","2003","7.1","764","101","343","382","40","7","764","0","0","","0","","456","1489","769","1","1","0","4","0","587","1",
"Domenico Berardi","itITA","FW","Sassuolo","itSerie A","31-118","1994","9.4","411","6","59","196","160","24","409","18","5","27.8","11","61.1","225","1030","457","17","3","6","16","8","290","53",
"Yuri Berchiche","esESP","DF","Athletic Club","esLa Liga","35-290","1990","12.5","874","44","249","466","164","15","874","6","3","50.0","2","33.3","352","1531","971","19","14","0","11","5","493","32",
