Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved
"Riccardo Sottil","itITA","FW,MF","Cagliari","itSerie A","21","1999","13.2","515","3","50","204","285","49","515","59","40","67.8","19","32.2","374","3993","2185","77","53","21","29","22","380","83",
"Cheick Souaré","frFRA","MF","Marseille","frLigue 1","17","2002","0.1","6","0","2","2","2","0","6","0","0","","0","","2","1","1","0","0","0","0","0","2","0",
"Tomáš Souček","czCZE","MF","West Ham","engPremier League","25","1995","38.0","2083","157","577","1134","388","102","2083","29","16","55.2","13","44.8","887","4213","1721","28","34","4","42","21","1167","47",
"Rayan Souici","frFRA","DF","Saint-Étienne","frLigue 1","22","1998","0.1","9","1","3","7","0","0","9","0","0","","0","","6","24","15","0","0","0","0","0","5","0",
"Cebio Soukou","bjBEN","FW,MF","Arminia","deBundesliga","27","1992","5.1","180","7","31","91","61","5","180","16","7","43.8","9","56.3","111","700","164","5","3","2","14","15","119","29",
"Adama Soumaoro","frFRA","DF","Bologna","itSerie A","28","1992","19.5","1114","152","569","522","30","11","1114","6","6","100.0","0","0.0","531","2644","1435","12","6","0","7","2","625","1",
"Adama Soumaoro","frFRA","DF","Lille","frLigue 1","28","1992","1.6","126","4","54","67","5","1","126","0","0","","0","","89","407","150","2","0","0","0","0","100","0",
"Boubakary Soumaré","frFRA","MF","Lille","frLigue 1","21","1999","21.3","1726","41","265","1276","198","5","1726","34","29","85.3","5","14.7","1124","5572","2643","29","27","0","21","22","1330","38",
"Yaya Soumaré","frFRA","FW","Lyon","frLigue 1","20","2000","0.0","4","0","2","2","0","0","4","0","0","","0","","2","1","0","0","0","0","0","0","1","0",
"Arnaud Souquet","frFRA","DF","Montpellier","frLigue 1","28","1992","13.6","829","52","283","324","230","12","829","20","11","55.0","9","45.0","379","2242","1165","34","23","4","23","14","416","62",
"Ansou Sow","snSEN","MF","Lens","frLigue 1","20","2000","0.1","3","0","1","2","0","0","3","0","0","","0","","1","10","0","0","0","0","0","0","2","0",
"Djibril Sow","chSUI","MF","Eint Frankfurt","deBundesliga","23","1997","24.2","1481","42","292","951","255","16","1481","28","16","57.1","12","42.9","846","4333","2031","41","42","3","37","22","976","45",
"Saidou Sow","gnGUI","DF","Saint-Étienne","frLigue 1","18","2002","11.1","700","62","388","302","12","4","700","4","3","75.0","1","25.0","379","1599","773","2","2","0","5","3","424","1",
"Çağlar Söyüncü","trTUR","DF","Leicester City","engPremier League","24","1996","20.2","1609","137","701","847","67","25","1609","6","4","66.7","2","33.3","990","5904","3440","27","18","0","8","4","1138","2",
"Leonardo Spinazzola","itITA","DF","Roma","itSerie A","27","1993","23.6","1473","52","308","609","583","70","1473","120","53","44.2","67","55.8","872","7802","4473","147","86","33","30","8","967","174",
"Marco Sportiello","itITA","GK","Atalanta","itSerie A","28","1992","14.0","403","319","402","1","0","0","403","0","0","","0","","248","883","520","0","0","0","0","0","190","0",
"Mattia Sprocati","itITA","MF,FW","Parma","itSerie A","27","1993","0.2","6","0","1","4","1","0","6","0","0","","0","","2","5","2","0","0","0","0","0","4","1",
"Jerry St. Juste","nlNED","DF","Mainz 05","deBundesliga","23","1996","32.0","1715","172","823","781","131","30","1715","33","24","72.7","9","27.3","908","5428","3288","36","28","3","28","6","933","13",
"Benjamin Stambouli","frFRA","DF,MF","Schalke 04","deBundesliga","29","1990","21.7","1305","132","553","651","109","3","1305","23","17","73.9","6","26.1","647","3124","1606","16","19","1","17","14","709","9",
"Josip Stanišić","hrCRO","DF","Bayern Munich","deBundesliga","20","2000","1.0","75","3","17","42","16","2","75","0","0","","0","","44","178","82","0","0","0","1","0","48","5",
"Niklas Stark","deGER","DF,MF","Hertha BSC","deBundesliga","25","1995","31.0","1867","154","850","936","92","28","1867","4","2","50.0","2","50.0","1052","6100","3344","23","12","2","20","4","1183","15",
"Renato Steffen","chSUI","FW,MF","Wolfsburg","deBundesliga","28","1991","17.4","827","19","108","431","299","53","827","18","8","44.4","10","55.6","451","2132","1053","39","31","11","41","20","547","113",
"Zack Steffen","usUSA","GK","Manchester City","engPremier League","25","1995","1.0","30","26","30","0","0","0","30","0","0","","0","","18","45","23","0","0","0","0","0","18","0",
"Pascal Stenzel","deGER","DF","Stuttgart","deBundesliga","24","1996","14.2","1279","83","521","668","101","5","1279","9","6","66.7","3","33.3","643","2987","1546","10","10","0","12","3","749","13",
"Dale Stephens","engENG","MF","Burnley","engPremier League","31","1989","2.9","156","2","22","104","30","4","156","2","1","50.0","1","50.0","67","246","106","2","3","0","3","5","79","1",
"Jack Stephens","engENG","DF","Southampton","engPremier League","26","1994","17.1","1244","114","538","645","69","11","1244","5","2","40.0","3","60.0","646","3572","2166","17","10","0","12","5","801","3",
"Raheem Sterling","engENG","FW","Manchester City","engPremier League","25","1994","28.2","1449","4","65","568","831","213","1448","122","66","54.1","56","45.9","1037","6339","3294","129","73","81","62","83","1237","351",
"Enda Stevens","ieIRL","DF","Sheffield Utd","engPremier League","30","1990","30.0","1785","112","527","788","485","45","1785","35","20","57.1","16","45.7","815","4012","2041","44","20","6","45","29","993","99",
"Lars Stindl","deGER","MF,FW","Gladbach","deBundesliga","31","1988","21.8","1272","17","134","731","415","54","1265","16","10","62.5","6","37.5","630","2144","997","22","17","2","41","31","944","111",
"Kevin Stöger","atAUT","MF,FW","Mainz 05","deBundesliga","26","1993","6.0","452","5","59","245","151","9","452","5","5","100.0","0","0.0","241","1418","841","22","15","1","9","5","283","36",
"John Stones","engENG","DF","Manchester City","engPremier League","26","1994","21.5","1886","137","677","1099","119","17","1886","11","10","90.9","1","9.1","1370","8437","4920","38","40","0","4","2","1520","3",
"Thomas Strakosha","alALB","GK","Lazio","itSerie A","25","1995","9.0","368","302","364","4","0","0","368","0","0","","0","","255","1332","803","0","0","0","0","0","203","0",
"Tobias Strobl","deGER","MF","Augsburg","deBundesliga","30","1990","20.5","995","49","304","566","131","15","995","12","9","75.0","3","25.0","543","2274","982","9","12","1","29","17","630","34",
"Kevin Strootman","nlNED","MF","Genoa","itSerie A","30","1990","14.6","1003","24","199","618","196","13","1003","14","9","64.3","5","35.7","589","2116","1036","15","15","3","16","10","675","28",
"Kevin Strootman","nlNED","MF,FW","Marseille","frLigue 1","30","1990","2.6","224","13","52","143","31","5","224","1","0","0.0","1","100.0","130","614","265","4","3","1","4","4","152","1",
"Pascal Struijk","nlNED","DF,MF","Leeds United","engPremier League","20","1999","23.1","1580","200","892","615","78","20","1580","5","4","80.0","1","20.0","871","4704","2834","4","8","0","10","9","1012","5",
"Jens Stryger Larsen","dkDEN","DF","Udinese","itSerie A","29","1991","29.3","1548","103","463","682","408","31","1548","23","14","60.9","9","39.1","873","3924","1950","43","25","2","32","19","975","113",
"Stefano Sturaro","itITA","MF","Hellas Verona","itSerie A","27","1993","4.7","224","10","57","125","44","4","224","3","1","33.3","2","66.7","118","418","190","3","3","0","4","6","135","11",
"Stefano Sturaro","itITA","MF","Genoa","itSerie A","27","1993","4.9","295","3","45","172","79","4","295","8","5","62.5","3","37.5","131","532","196","2","6","0","16","8","175","12",
"Damián Suárez","uyURU","DF","Getafe","esLa Liga","32","1988","27.0","1578","44","383","784","437","9","1578","39","22","56.4","17","43.6","571","2358","1349","28","27","3","30","14","654","53",
"Denis Suárez","esESP","MF","Celta Vigo","esLa Liga","26","1994","31.7","2317","34","337","1410","592","16","2317","58","36","62.1","22","37.9","1410","7856","3874","82","80","4","56","25","1674","87",
"Luis Suárez","uyURU","FW","Atlético Madrid","esLa Liga","33","1987","27.9","855","16","44","340","474","173","852","33","13","39.4","20","60.6","429","1733","798","30","15","20","61","27","683","171",
"Marek Suchý","czCZE","DF","Augsburg","deBundesliga","32","1988","3.4","165","22","107","56","3","0","165","0","0","","0","","75","346","181","0","0","0","0","0","109","0",
"Niklas Süle","deGER","DF","Bayern Munich","deBundesliga","24","1995","16.7","1490","101","552","772","175","24","1490","16","11","68.8","5","31.3","848","4648","3008","36","30","2","8","4","1073","29",
"Suso","esESP","FW","Sevilla","esLa Liga","26","1993","24.6","1404","8","132","538","744","50","1404","69","58","84.1","11","15.9","986","5632","2517","69","64","16","50","38","1175","196",
"Bosko Sutalo","hrCRO","DF","Atalanta","itSerie A","20","2000","2.6","194","7","69","91","37","4","194","3","2","66.7","1","33.3","86","497","325","6","3","0","3","1","119","9",
"Mattias Svanberg","seSWE","MF","Bologna","itSerie A","21","1999","20.6","903","43","213","467","243","24","903","30","21","70.0","9","30.0","496","2556","1331","32","26","3","24","18","562","35",
"Abdoulaye Sylla","gnGUI","DF","Nantes","frLigue 1","20","2000","0.1","8","1","3","3","2","0","8","0","0","","0","","1","4","3","0","0","0","0","0","1","1",
"Issiaga Sylla","gnGUI","DF,MF","Lens","frLigue 1","26","1994","12.4","832","27","160","421","260","20","832","28","16","57.1","12","42.9","395","2220","1195","32","26","3","19","13","468","84",
"Eddy Sylvestre","frFRA","FW,MF","Nice","frLigue 1","20","1999","1.1","45","0","3","28","14","1","45","3","1","33.3","2","66.7","23","95","28","0","1","0","1","1","38","5",
"Ádám Szalai","huHUN","FW","Mainz 05","deBundesliga","32","1987","8.1","308","6","27","133","150","38","308","13","6","46.2","7","53.8","169","567","198","5","2","2","42","19","229","52",
"Wojciech Szczęsny","plPOL","GK","Juventus","itSerie A","30","1990","29.7","1076","881","1067","9","0","0","1076","1","1","100.0","0","0.0","618","2957","1820","0","1","1","0","0","595","0",
"Frederik Sørensen","dkDEN","DF","Köln","deBundesliga","28","1992","1.1","59","4","22","32","5","1","59","1","1","100.0","0","0.0","26","141","58","1","0","0","0","1","34","2",
"Alexander Sørloth","noNOR","FW","RB Leipzig","deBundesliga","24","1995","16.0","653","15","39","265","354","112","652","38","24","63.2","14","36.8","329","2029","941","43","33","19","44","32","511","143",
"Tachi","esESP","DF","Alavés","esLa Liga","22","1997","9.4","445","56","245","186","15","6","445","0","0","","0","","223","968","542","0","1","0","3","0","249","0",
"Jonathan Tah","deGER","DF","Leverkusen","deBundesliga","24","1996","24.7","2222","162","861","1273","93","21","2222","8","7","87.5","1","12.5","1403","7066","3631","13","12","2","13","14","1567","12",
"Waniss Taibi","frFRA","MF","Angers","frLigue 1","18","2002","0.4","32","0","3","22","7","2","32","0","0","","0","","25","129","61","1","1","0","1","0","31","4",
"Flavien Tait","frFRA","MF,FW","Rennes","frLigue 1","27","1993","15.2","977","12","137","522","332","43","977","47","23","48.9","24","51.1","612","3729","1841","46","32","10","27","14","743","92",
"Adrien Tameze","cmCMR","MF","Hellas Verona","itSerie A","26","1994","25.6","1277","53","279","748","272","17","1277","45","34","75.6","11","24.4","639","3350","1719","33","19","1","39","28","721","58",
"Japhet Tanganga","engENG","DF","Tottenham","engPremier League","21","1999","5.4","282","25","104","128","55","4","282","13","9","69.2","4","30.8","120","603","313","8","4","0","2","5","154","11",
"Renato Tapia","pePER","MF","Celta Vigo","esLa Liga","25","1995","30.0","1969","106","663","1142","188","16","1969","38","28","73.7","10","26.3","1090","4670","2411","26","26","0","26","24","1205","10",
"Edmond Tapsoba","bfBFA","DF","Leverkusen","deBundesliga","21","1999","29.5","3143","253","1407","1648","108","23","3143","31","20","64.5","11","35.5","2073","10726","6263","25","23","1","22","9","2278","8",
"Matt Targett","engENG","DF","Aston Villa","engPremier League","24","1995","37.8","2534","160","775","1098","679","35","2534","25","15","60.0","10","40.0","1151","4046","1967","26","30","2","24","6","1348","156",
"James Tarkowski","engENG","DF","Burnley","engPremier League","27","1992","36.0","1676","245","814","737","131","65","1676","14","12","85.7","2","14.3","693","3138","1498","4","7","0","17","4","793","13",
"Ciprian Tătărușanu","roROU","GK","Milan","itSerie A","34","1986","1.0","30","26","30","0","0","0","30","0","0","","0","","16","110","69","0","0","0","0","0","13","0",
"Percy Tau","zaRSA","FW","Brighton","engPremier League","26","1994","1.1","43","1","5","20","19","2","43","3","3","100.0","0","0.0","29","224","106","4","1","1","5","1","30","11",
"Niklas Tauer","deGER","MF,DF","Mainz 05","deBundesliga","19","2001","0.8","39","3","12","19","8","1","39","1","1","100.0","0","0.0","9","42","23","1","0","0","1","0","10","1",
"Heriberto Tavares","cvCPV","FW,MF","Brest","frLigue 1","23","1997","0.5","25","1","3","12","10","3","25","0","0","","0","","13","24","5","0","0","0","2","0","13","2",
"Sidnei Tavares","","MF","Leicester City","engPremier League","18","2001","0.9","33","0","6","20","8","0","33","1","1","100.0","0","0.0","25","156","34","1","1","1","2","3","27","6",
"Tomás Tavares","ptPOR","MF,DF","Alavés","esLa Liga","19","2001","0.7","24","1","6","7","11","1","24","0","0","","0","","11","54","36","1","1","0","0","0","14","3",
"Charlie Taylor","engENG","DF","Burnley","engPremier League","26","1993","27.0","1624","126","521","752","363","10","1624","47","25","53.2","22","46.8","765","5336","2392","62","53","4","21","9","846","68",
"Neil Taylor","wlsWAL","DF","Aston Villa","engPremier League","31","1989","0.2","13","1","7","4","2","0","13","0","0","","0","","9","20","10","0","0","0","0","0","8","0",
"Allan Tchaptchet","frFRA","DF","Southampton","engPremier League","18","2001","0.1","2","1","2","0","0","0","2","0","0","","0","","0","0","0","0","0","0","1","0","1","0",
"Warren Tchimbembé","cgCGO","MF,FW","Metz","frLigue 1","22","1998","5.5","302","8","76","185","42","7","302","4","4","100.0","0","0.0","184","808","405","4","3","0","8","5","211","12",
"Aurélien Tchouaméni","frFRA","MF","Monaco","frLigue 1","20","2000","34.0","2307","67","454","1500","382","55","2307","35","22","62.9","13","37.1","1220","6457","2768","42","33","4","50","31","1493","52",
"Álvaro Tejero","esESP","DF","Eibar","esLa Liga","24","1996","1.2","116","4","26","50","40","0","116","2","1","50.0","1","50.0","47","167","87","2","1","0","1","0","64","15",
"Nathan Tella","ngNGA","FW,MF","Southampton","engPremier League","21","1999","8.3","262","0","29","111","128","21","262","25","11","44.0","14","56.0","170","1328","565","19","18","8","35","23","180","36",
"Alex Telles","brBRA","DF","Manchester Utd","engPremier League","27","1992","7.7","667","28","171","315","186","3","667","7","3","42.9","4","57.1","355","1803","1110","27","15","0","5","5","417","40",
"Andrés Tello","coCOL","DF,MF","Benevento","itSerie A","23","1996","4.6","255","17","76","103","79","12","255","10","5","50.0","5","50.0","107","546","304","12","4","2","9","3","140","17",
"Cristian Tello","esESP","FW,MF","Betis","esLa Liga","28","1991","14.3","649","5","84","257","315","49","649","35","23","65.7","12","34.3","371","2389","1402","51","26","20","24","8","458","98",
"Lino Tempelmann","deGER","MF","Freiburg","deBundesliga","21","1999","3.0","185","9","47","96","42","3","185","1","1","100.0","0","0.0","81","444","105","3","1","2","0","3","102","4",
"Hidde ter Avest","nlNED","DF","Udinese","itSerie A","23","1997","3.9","233","5","55","97","81","3","233","4","3","75.0","1","25.0","129","472","230","7","4","1","7","0","151","32",
"Marc-André ter Stegen","deGER","GK","Barcelona","esLa Liga","28","1992","31.0","1093","957","1084","8","2","1","1093","0","0","","0","","618","2842","1890","0","0","0","0","0","633","0",
"Pietro Terracciano","itITA","GK","Fiorentina","itSerie A","30","1990","3.0","96","80","95","1","0","0","96","0","0","","0","","36","235","127","0","0","0","0","0","20","0",
"Martin Terrier","frFRA","FW,MF","Rennes","frLigue 1","23","1997","27.1","1070","8","68","441","570","121","1069","43","26","60.5","17","39.5","606","3319","1508","57","32","17","78","23","791","188",
