Plyaer, Nation, Position, Team, League, Age, Born, 90s, TotCmp, TotAtt, TotCmp%, TotDist, PrgDist,ShortCmp, ShortAtt, ShortCmp%,MedCmp, MedAtt, MedCmp%,LongCmp, LongAtt, LongCmp%,Ast, xAG, xA, A-xG, KeyPasses, PassIntoFinal3rd, PassintoPenaltyArea, CrossesintoPenaltyArea, ProgressivePasses
"Raheem Sterling","engENG","FW,MF","Chelsea","engPremier League","27","1994","21.0","514","685","75.0","6522","1357","326","386","84.5","136","179","76.0","18","33","54.5","3","4.6","3.2","-1.6","34","26","31","9","59",
"Angelo Stiller","deGER","MF","Hoffenheim","deBundesliga","21","2001","7.8","279","363","76.9","4425","1193","154","183","84.2","93","111","83.8","22","34","64.7","1","0.5","0.6","+0.5","3","26","5","0","34",
"Lars Stindl","deGER","FW,MF","Gladbach","deBundesliga","33","1988","19.3","624","776","80.4","9604","2627","341","398","85.7","203","238","85.3","45","64","70.3","7","6.2","3.5","+0.8","40","67","17","1","77",
"Kevin Stöger","atAUT","MF","Bochum","deBundesliga","28","1993","28.9","1114","1607","69.3","20465","7740","504","609","82.8","414","570","72.6","163","321","50.8","3","5.7","7.8","-2.7","68","153","46","11","214",
"Petar Stojanović","siSVN","DF","Empoli","itSerie A","26","1995","17.0","821","1029","79.8","14171","5058","410","466","88.0","308","370","83.2","89","145","61.4","1","1.0","1.2","0.0","19","58","19","6","91",
"John Stones","engENG","DF,MF","Manchester City","engPremier League","28","1994","20.5","1453","1563","93.0","24351","6789","708","740","95.7","625","666","93.8","99","124","79.8","2","1.4","1.0","+0.6","8","109","3","0","101",
"Jørgen Strand Larsen","noNOR","FW","Celta Vigo","esLa Liga","22","2000","18.9","232","339","68.4","3020","423","139","192","72.4","53","80","66.3","12","19","63.2","4","2.0","1.1","+2.0","12","14","3","1","14",
"Tony Strata","roROU","MF,DF","Ajaccio","frLigue 1","17","2004","1.5","29","37","78.4","453","124","14","14","100.0","11","14","78.6","2","7","28.6","0","0.0","0.0","0.0","1","1","0","0","2",
"Gabriel Strefezza","brBRA","FW,MF","Lecce","itSerie A","25","1997","27.1","553","886","62.4","9963","3082","278","353","78.8","170","258","65.9","87","196","44.4","4","4.3","3.8","-0.3","48","64","43","17","107",
"Dávid Strelec","skSVK","FW","Spezia","itSerie A","21","2001","1.9","25","43","58.1","294","30","19","27","70.4","5","9","55.6","0","1","0.0","0","0.1","0.1","-0.1","1","1","0","0","1",
"Pascal Struijk","nlNED","DF","Leeds United","engPremier League","22","1999","24.4","1046","1320","79.2","15839","6757","571","655","87.2","396","485","81.6","51","104","49.0","1","2.4","1.2","-1.4","14","90","13","4","119",
"Cristhian Stuani","uyURU","FW","Girona","esLa Liga","35","1986","12.1","122","168","72.6","1464","132","79","95","83.2","25","44","56.8","5","7","71.4","0","1.3","1.2","-1.3","7","6","3","0","10",
"Damián Suárez","uyURU","DF,MF","Getafe","esLa Liga","34","1988","21.6","649","962","67.5","11863","5603","300","367","81.7","252","343","73.5","82","194","42.3","1","1.8","1.7","-0.8","26","61","23","14","80",
"Denis Suárez","esESP","MF,FW","Espanyol","esLa Liga","28","1994","10.5","331","452","73.2","5200","1637","183","228","80.3","109","133","82.0","28","66","42.4","0","1.1","1.5","-1.1","16","36","14","4","43",
"Mario Suárez","esESP","MF,DF","Rayo Vallecano","esLa Liga","35","1987","0.1","2","3","66.7","28","6","1","1","100.0","1","2","50.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Gabriel Suazo","clCHI","DF","Toulouse","frLigue 1","24","1997","14.0","687","828","83.0","10771","4493","344","384","89.6","281","324","86.7","38","64","59.4","1","0.8","0.9","+0.2","11","49","15","2","79",
"Isaac Success","ngNGA","FW","Udinese","itSerie A","26","1996","20.2","372","570","65.3","5429","1119","207","288","71.9","99","144","68.8","32","51","62.7","6","4.0","3.3","+2.0","31","22","19","1","53",
"Niklas Süle","deGER","DF","Dortmund","deBundesliga","26","1995","23.5","1677","1851","90.6","31584","10145","659","701","94.0","770","830","92.8","211","260","81.2","3","2.2","1.6","+0.8","17","116","9","2","137",
"Ibrahim Sulemana","ghGHA","MF","Hellas Verona","itSerie A","19","2003","7.2","133","183","72.7","2479","777","53","60","88.3","64","78","82.1","13","26","50.0","0","0.2","0.1","-0.2","5","18","1","1","18",
"Kamaldeen Sulemana","ghGHA","FW,MF","Southampton","engPremier League","20","2002","10.7","189","265","71.3","2901","617","103","128","80.5","59","75","78.7","16","31","51.6","1","1.3","1.0","-0.3","14","11","10","1","36",
"Kamaldeen Sulemana","ghGHA","FW,MF","Rennes","frLigue 1","20","2002","3.6","127","155","81.9","2261","415","64","73","87.7","43","48","89.6","16","22","72.7","0","0.6","0.9","-0.6","6","7","5","2","18",
"Crysencio Summerville","nlNED","FW","Leeds United","engPremier League","20","2001","15.8","308","411","74.9","3839","1067","208","256","81.3","72","92","78.3","9","24","37.5","2","1.6","1.1","+0.4","16","20","12","2","45",
"Ivan Šunjić","baBIH","MF","Hertha BSC","deBundesliga","25","1996","11.0","270","361","74.8","4449","1498","144","172","83.7","92","118","78.0","24","45","53.3","0","0.2","0.4","-0.2","4","34","4","0","30",
"Sam Surridge","engENG","FW","Nott'ham Forest","engPremier League","24","1998","3.6","40","81","49.4","551","168","25","45","55.6","13","24","54.2","1","3","33.3","0","0.1","0.0","-0.1","1","4","0","0","6",
"Suso","esESP","MF,FW","Sevilla","esLa Liga","28","1993","11.8","444","572","77.6","8092","2148","223","245","91.0","156","198","78.8","59","101","58.4","4","2.8","3.2","+1.2","28","40","28","7","86",
"Yuito Suzuki","jpJPN","FW,MF","Strasbourg","frLigue 1","20","2001","0.4","11","13","84.6","196","32","5","7","71.4","4","4","100.0","1","1","100.0","0","0.0","0.0","0.0","0","1","1","0","3",
"Mattias Svanberg","seSWE","MF,FW","Wolfsburg","deBundesliga","23","1999","20.4","394","567","69.5","6388","1971","188","247","76.1","146","191","76.4","38","74","51.4","6","5.0","4.4","+1.0","27","34","23","6","74",
"Mile Svilar","rsSRB","GK","Roma","itSerie A","22","1999","3.0","49","77","63.6","1589","1235","4","4","100.0","25","25","100.0","19","47","40.4","0","0.0","0.0","0.0","0","3","0","0","0",
"Williot Swedberg","seSWE","MF","Celta Vigo","esLa Liga","18","2004","0.6","14","17","82.4","176","50","8","10","80.0","4","5","80.0","0","0","","0","0.0","0.1","0.0","0","1","2","0","4",
"Issiaga Sylla","gnGUI","DF","Montpellier","frLigue 1","28","1994","14.5","647","817","79.2","10539","3906","326","378","86.2","251","310","81.0","51","82","62.2","3","2.0","0.8","+1.0","17","50","12","4","82",
"Issiaga Sylla","gnGUI","DF","Toulouse","frLigue 1","28","1994","15.2","645","838","77.0","9771","3801","339","407","83.3","246","307","80.1","31","56","55.4","0","0.5","1.1","-0.5","6","58","20","4","95",
"Wojciech Szczęsny","plPOL","GK","Juventus","itSerie A","32","1990","27.5","625","789","79.2","18108","12812","99","99","100.0","287","290","99.0","238","395","60.3","0","0.0","0.0","0.0","0","4","1","0","0",
"Dominik Szoboszlai","huHUN","MF,FW","RB Leipzig","deBundesliga","21","2000","27.2","1262","1580","79.9","21421","5686","665","757","87.8","405","491","82.5","145","210","69.0","8","8.1","8.6","-0.1","70","107","46","9","151",
"Alexander Sørloth","noNOR","FW","Real Sociedad","esLa Liga","26","1995","26.5","329","481","68.4","4213","567","210","269","78.1","88","132","66.7","9","16","56.3","3","4.2","1.9","-1.2","31","11","10","2","20",
"Alexander Sørloth","noNOR","FW","RB Leipzig","deBundesliga","26","1995","0.1","2","2","100.0","21","0","2","2","100.0","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Nicolás Tagliafico","arARG","DF","Lyon","frLigue 1","29","1992","33.2","1587","1883","84.3","24353","7754","816","906","90.1","642","751","85.5","69","122","56.6","3","4.2","3.8","-1.2","24","123","36","7","156",
"Jonathan Tah","deGER","DF","Leverkusen","deBundesliga","26","1996","27.6","1455","1637","88.9","27748","9605","495","533","92.9","812","875","92.8","137","196","69.9","0","0.5","0.3","-0.5","6","59","3","0","56",
"Benjamin Tahirovic","baBIH","MF","Roma","itSerie A","19","2003","3.9","133","156","85.3","2282","474","60","66","90.9","56","64","87.5","14","19","73.7","0","0.2","0.2","-0.2","4","8","2","2","9",
"Waniss Taibi","frFRA","MF","Angers","frLigue 1","20","2002","2.1","134","150","89.3","2006","531","68","77","88.3","56","58","96.6","4","5","80.0","1","0.1","0.3","+0.9","1","12","2","0","16",
"Flavien Tait","frFRA","MF","Rennes","frLigue 1","29","1993","18.7","933","1087","85.8","16420","4480","410","467","87.8","375","416","90.1","111","139","79.9","2","2.2","2.5","-0.2","22","119","29","1","154",
"Montassar Talbi","tnTUN","DF","Lorient","frLigue 1","24","1998","38.0","1753","1970","89.0","31264","10740","614","653","94.0","970","1030","94.2","113","218","51.8","2","0.5","0.6","+1.5","5","40","2","1","61",
"Thibault Tamas","frFRA","DF","Montpellier","frLigue 1","21","2001","0.1","5","7","71.4","71","29","2","2","100.0","2","4","50.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Adrien Tameze","cmCMR","MF","Hellas Verona","itSerie A","28","1994","33.7","835","1092","76.5","14351","4390","376","468","80.3","363","430","84.4","73","116","62.9","0","0.9","1.2","-0.9","22","91","17","3","103",
"Japhet Tanganga","engENG","DF","Tottenham","engPremier League","23","1999","1.6","82","92","89.1","1323","541","42","46","91.3","34","38","89.5","5","7","71.4","0","0.0","0.0","0.0","0","4","1","1","5",
"Renato Tapia","pePER","MF,DF","Celta Vigo","esLa Liga","27","1995","16.1","687","811","84.7","13506","3634","256","283","90.5","321","352","91.2","99","153","64.7","0","1.1","0.8","-1.1","9","63","7","1","68",
"Edmond Tapsoba","bfBFA","DF","Leverkusen","deBundesliga","23","1999","31.9","1891","2211","85.5","35396","13773","714","783","91.2","953","1044","91.3","199","322","61.8","0","1.0","1.5","-1.0","5","154","9","0","169",
"Florian Tardieu","frFRA","MF","Troyes","frLigue 1","30","1992","11.2","655","755","86.8","11723","4194","302","325","92.9","242","267","90.6","84","127","66.1","0","1.0","1.2","-1.0","17","68","8","2","83",
"Matt Targett","engENG","DF","Newcastle Utd","engPremier League","26","1995","6.8","326","419","77.8","5291","2334","162","183","88.5","141","162","87.0","18","56","32.1","0","0.4","0.7","-0.4","10","19","5","0","43",
"James Tarkowski","engENG","DF","Everton","engPremier League","29","1992","38.0","1322","1633","81.0","26359","10115","448","512","87.5","693","794","87.3","167","297","56.2","1","2.9","1.9","-1.9","15","98","3","0","106",
"Ciprian Tătărușanu","roROU","GK","Milan","itSerie A","36","1986","16.0","434","560","77.5","12788","9173","60","60","100.0","198","204","97.1","174","290","60.0","1","0.5","0.0","+0.5","2","9","0","0","0",
"Niklas Tauer","deGER","DF,MF","Mainz 05","deBundesliga","21","2001","1.0","50","56","89.3","757","260","30","33","90.9","19","20","95.0","1","2","50.0","0","0.0","0.1","0.0","0","5","2","1","6",
"Nuno Tavares","ptPOR","DF,MF","Marseille","frLigue 1","22","2000","26.1","1058","1367","77.4","16121","5639","623","710","87.7","343","460","74.6","61","113","54.0","0","2.6","3.9","-2.6","24","70","47","14","115",
"Marcus Tavernier","engENG","MF,FW","Bournemouth","engPremier League","23","1999","19.4","510","724","70.4","8048","2431","285","339","84.1","165","225","73.3","40","100","40.0","4","2.9","1.3","+1.1","19","34","16","5","56",
"Enzo Tchato","cmCMR","DF","Montpellier","frLigue 1","19","2002","12.2","414","557","74.3","6287","2107","228","276","82.6","148","193","76.7","19","53","35.8","1","1.1","0.7","-0.1","5","26","6","5","34",
"Aurélien Tchouaméni","frFRA","MF","Real Madrid","esLa Liga","22","2000","23.5","1578","1700","92.8","25016","7823","807","851","94.8","646","686","94.2","88","106","83.0","4","2.2","2.1","+1.8","22","159","11","0","142",
"Mathys Tel","frFRA","FW","Bayern Munich","deBundesliga","17","2005","4.6","126","157","80.3","1824","257","72","83","86.7","48","57","84.2","4","4","100.0","0","0.7","0.4","-0.7","6","7","5","3","11",
"Semir Telalovic","deGER","MF,FW","Gladbach","deBundesliga","22","1999","0.1","1","2","50.0","6","0","1","1","100.0","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Alex Telles","brBRA","DF","Sevilla","esLa Liga","29","1992","15.9","542","728","74.5","9200","3455","275","308","89.3","192","254","75.6","59","125","47.2","2","1.8","1.2","+0.2","19","41","19","14","42",
"Marc-André ter Stegen","deGER","GK","Barcelona","esLa Liga","30","1992","37.2","1193","1412","84.5","30703","21527","228","232","98.3","600","613","97.9","362","564","64.2","0","0.3","0.0","-0.3","3","15","0","0","4",
"Simon Terodde","deGER","FW","Schalke 04","deBundesliga","34","1988","20.3","212","316","67.1","2888","473","121","161","75.2","65","97","67.0","9","13","69.2","0","2.3","1.4","-2.3","22","16","7","0","19",
"Filippo Terracciano","itITA","DF,MF","Hellas Verona","itSerie A","19","2003","9.1","235","343","68.5","4308","1770","88","113","77.9","115","148","77.7","21","53","39.6","1","1.2","1.5","-0.2","8","21","10","4","37",
"Pietro Terracciano","itITA","GK","Fiorentina","itSerie A","32","1990","29.0","816","1072","76.1","23589","16226","130","133","97.7","358","365","98.1","324","566","57.2","0","0.0","0.0","0.0","0","16","0","0","0",
"Ramón Terrats","esESP","MF","Villarreal","esLa Liga","21","2000","9.1","356","425","83.8","5550","1343","207","222","93.2","108","131","82.4","33","50","66.0","1","1.5","1.1","-0.5","10","30","9","1","45",
"Ramón Terrats","esESP","MF","Girona","esLa Liga","21","2000","2.4","77","96","80.2","1216","290","44","48","91.7","23","31","74.2","8","10","80.0","0","0.0","0.0","0.0","1","5","1","0","6",
"Martin Terrier","frFRA","FW,MF","Rennes","frLigue 1","25","1997","14.7","447","603","74.1","6794","1561","230","302","76.2","146","187","78.1","38","52","73.1","4","3.4","2.2","+0.6","26","39","15","3","60",
"Aleksa Terzić","rsSRB","DF","Fiorentina","itSerie A","22","1999","10.4","582","724","80.4","10551","3203","258","282","91.5","239","292","81.8","73","112","65.2","1","1.9","1.9","-0.9","25","34","26","23","40",
"Tetê","brBRA","FW","Leicester City","engPremier League","22","2000","8.2","186","258","72.1","3000","637","102","127","80.3","56","76","73.7","19","30","63.3","0","0.4","0.3","-0.4","6","16","4","1","26",
"Tetê","brBRA","FW,MF","Lyon","frLigue 1","22","2000","12.3","378","499","75.8","5666","1276","203","234","86.8","138","180","76.7","18","49","36.7","2","1.3","2.3","+0.7","10","25","18","3","52",
"Kenny Tete","nlNED","DF","Fulham","engPremier League","26","1995","28.5","1110","1530","72.5","17550","7197","598","691","86.5","403","563","71.6","81","165","49.1","5","1.9","1.9","+3.1","23","75","25","18","103",
"Florian Thauvin","frFRA","FW,MF","Udinese","itSerie A","29","1993","6.1","144","216","66.7","2489","708","71","88","80.7","51","71","71.8","17","42","40.5","0","1.1","1.3","-1.1","10","9","10","2","24",
"Arthur Theate","beBEL","DF","Rennes","frLigue 1","22","2000","34.7","2296","2568","89.4","46250","15551","631","684","92.3","1361","1449","93.9","266","366","72.7","0","0.6","0.8","-0.6","9","216","4","0","248",
"Malick Thiaw","deGER","DF","Milan","itSerie A","20","2001","15.1","932","1056","88.3","18898","6496","275","311","88.4","541","576","93.9","112","154","72.7","0","0.2","0.2","-0.2","2","53","5","0","67",
"Malick Thiaw","deGER","DF","Schalke 04","deBundesliga","20","2001","3.0","108","123","87.8","2266","690","25","30","83.3","72","79","91.1","11","14","78.6","0","0.0","0.0","0.0","0","4","0","0","3",
"Jan Thielmann","deGER","FW","Köln","deBundesliga","20","2002","9.7","158","249","63.5","2625","624","80","109","73.4","64","83","77.1","10","23","43.5","2","0.9","2.1","+1.1","10","10","11","7","19",
"Sada Thioub","snSEN","DF,FW","Angers","frLigue 1","27","1995","11.8","427","533","80.1","6580","2287","230","263","87.5","153","188","81.4","24","43","55.8","2","1.9","1.9","+0.1","15","46","19","8","57",
"Luke Thomas","engENG","DF","Leicester City","engPremier League","21","2001","11.9","521","654","79.7","8116","3439","291","329","88.4","194","238","81.5","32","57","56.1","0","0.7","0.5","-0.7","5","38","7","2","48",
"Adrien Thomasson","frFRA","MF","Strasbourg","frLigue 1","28","1993","10.4","429","524","81.9","6717","1586","214","251","85.3","161","191","84.3","29","41","70.7","2","1.9","1.9","+0.1","17","25","13","2","41",
"Adrien Thomasson","frFRA","MF,FW","Lens","frLigue 1","28","1993","14.2","440","559","78.7","6769","1554","223","267","83.5","166","193","86.0","28","48","58.3","5","2.8","1.6","+2.2","19","44","15","3","49",
"Morten Thorsby","noNOR","MF","Union Berlin","deBundesliga","26","1996","9.3","119","191","62.3","1640","566","70","98","71.4","35","60","58.3","5","13","38.5","1","0.5","0.3","+0.5","7","12","4","1","15",
"Kristian Thorstvedt","noNOR","MF","Sassuolo","itSerie A","23","1999","12.6","372","488","76.2","5598","1802","208","249","83.5","130","167","77.8","19","32","59.4","1","1.1","1.2","-0.1","10","44","6","1","60",
"Khéphren Thuram","frFRA","MF","Nice","frLigue 1","21","2001","28.3","1155","1358","85.1","18557","4343","558","622","89.7","484","543","89.1","74","111","66.7","4","5.1","4.1","-1.1","36","107","24","2","128",
"Marcus Thuram","frFRA","FW","Gladbach","deBundesliga","24","1997","27.9","415","561","74.0","5280","867","260","324","80.2","116","150","77.3","6","14","42.9","6","5.2","3.1","+0.8","29","16","20","0","46",
"Alexis Tibidi","frFRA","FW,MF","Troyes","frLigue 1","18","2003","0.8","19","23","82.6","271","4","10","12","83.3","6","7","85.7","1","2","50.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Youri Tielemans","beBEL","MF","Leicester City","engPremier League","25","1997","26.0","1303","1623","80.3","21370","7448","651","734","88.7","501","592","84.6","111","208","53.4","2","4.7","3.3","-2.7","30","169","28","7","181",
"Kieran Tierney","sctSCO","DF","Arsenal","engPremier League","25","1997","8.8","362","486","74.5","6636","2048","152","172","88.4","170","215","79.1","35","69","50.7","1","0.3","0.4","+0.7","4","35","9","1","36",
"Steffen Tigges","deGER","FW","Köln","deBundesliga","24","1998","17.7","200","348","57.5","2900","748","112","177","63.3","65","101","64.4","11","21","52.4","1","1.9","1.3","-0.9","17","26","13","3","31",
"Jean-Clair Todibo","frFRA","DF","Nice","frLigue 1","22","1999","31.9","1931","2181","88.5","37579","14089","614","646","95.0","1134","1198","94.7","161","289","55.7","0","0.2","0.6","-0.2","5","137","6","1","153",
"Harry Toffolo","engENG","DF","Nott'ham Forest","engPremier League","26","1995","10.4","242","387","62.5","3806","1892","136","166","81.9","92","148","62.2","11","47","23.4","0","0.8","0.9","-0.8","5","14","7","4","29",
"Umut Tohumcu","deGER","MF,DF","Hoffenheim","deBundesliga","17","2004","3.0","56","78","71.8","915","254","27","34","79.4","22","25","88.0","4","9","44.4","0","0.1","0.1","-0.1","2","9","0","0","7",
"Karl Toko Ekambi","cmCMR","FW,MF","Rennes","frLigue 1","29","1992","10.8","208","288","72.2","2928","599","116","146","79.5","77","107","72.0","5","8","62.5","2","1.4","0.9","+0.6","12","10","8","2","21",
"Karl Toko Ekambi","cmCMR","FW,MF","Lyon","frLigue 1","29","1992","15.0","493","617","79.9","7979","1331","260","313","83.1","181","213","85.0","36","48","75.0","2","3.0","3.1","-1.0","26","29","15","2","36",
"Corentin Tolisso","frFRA","MF","Lyon","frLigue 1","27","1994","22.6","1710","1950","87.7","31063","9727","741","814","91.0","701","775","90.5","215","268","80.2","2","4.4","5.3","-2.4","32","208","38","9","230",
"Jeremy Toljan","deGER","DF","Sassuolo","itSerie A","27","1994","29.7","1363","1610","84.7","21955","8084","722","793","91.0","505","576","87.7","104","163","63.8","1","2.4","1.6","-1.4","22","124","23","7","142",
"Rafael Tolói","itITA","DF","Atalanta","itSerie A","31","1990","30.9","1351","1682","80.3","24720","9204","570","627","90.9","619","707","87.6","145","290","50.0","1","1.2","1.2","-0.2","17","126","15","2","148",
"Raúl de Tomás","esESP","FW","Rayo Vallecano","esLa Liga","27","1994","8.9","114","155","73.5","1874","303","58","68","85.3","37","46","80.4","12","24","50.0","0","0.5","0.9","-0.5","9","8","7","0","18",
"Tiago Tomás","ptPOR","FW,MF","Stuttgart","deBundesliga","20","2002","14.3","197","326","60.4","2984","912","121","159","76.1","49","82","59.8","19","43","44.2","3","3.6","2.3","-0.6","20","10","16","5","25",
"Takehiro Tomiyasu","jpJPN","DF","Arsenal","engPremier League","23","1998","7.4","384","474","81.0","6453","2036","173","200","86.5","171","199","85.9","30","56","53.6","1","0.6","0.2","+0.4","4","41","6","2","51",
"James Tomkins","engENG","DF","Crystal Palace","engPremier League","33","1989","3.8","138","171","80.7","2645","822","47","55","85.5","79","87","90.8","12","27","44.4","0","0.0","0.0","0.0","0","2","0","0","2",
"Fikayo Tomori","engENG","DF","Milan","itSerie A","24","1997","30.7","1697","1922","88.3","34375","10863","568","608","93.4","876","942","93.0","242","324","74.7","1","0.8","0.9","+0.2","9","91","7","0","122",
"Sandro Tonali","itITA","MF","Milan","itSerie A","22","2000","30.1","1185","1565","75.7","21009","6485","526","610","86.2","482","583","82.7","139","278","50.0","7","5.7","4.5","+1.3","62","124","29","8","159",
"Lorenzo Tonelli","itITA","DF","Empoli","itSerie A","32","1990","0.2","5","7","71.4","81","46","3","3","100.0","1","2","50.0","1","2","50.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Ivan Toney","engENG","FW","Brentford","engPremier League","26","1996","32.8","468","787","59.5","5947","2037","299","424","70.5","103","180","57.2","24","53","45.3","4","5.1","3.5","-1.1","27","54","26","5","79",
"Keke Topp","deGER","FW","Schalke 04","deBundesliga","18","2004","0.2","4","5","80.0","81","42","2","2","100.0","1","1","100.0","1","1","100.0","0","0.0","0.2","0.0","0","0","1","1","0",
"Pablo Torre","esESP","FW,MF","Barcelona","esLa Liga","19","2003","1.6","77","98","78.6","1026","294","54","62","87.1","16","19","84.2","5","12","41.7","0","0.5","0.4","-0.5","4","9","3","0","11",
"David Torres","esESP","DF","Valladolid","esLa Liga","19","2003","4.3","184","231","79.7","3415","1102","66","72","91.7","104","117","88.9","14","32","43.8","0","0.0","0.0","0.0","1","8","0","0","11",
"Ferrán Torres","esESP","FW,MF","Barcelona","esLa Liga","22","2000","15.5","437","576","75.9","6772","1479","250","285","87.7","144","192","75.0","33","62","53.2","2","4.1","4.2","-2.1","25","13","29","11","44",
"Óliver Torres","esESP","MF,FW","Sevilla","esLa Liga","27","1994","23.7","862","1104","78.1","14469","3748","462","529","87.3","272","342","79.5","98","150","65.3","1","3.3","3.3","-2.3","37","98","29","8","136",
"Pau Torres","esESP","DF","Villarreal","esLa Liga","25","1997","33.9","1855","2179","85.1","37186","12825","632","680","92.9","934","1024","91.2","262","414","63.3","0","1.0","1.4","-1.0","14","187","14","1","197",
"Roberto Torres","esESP","FW,MF","Osasuna","esLa Liga","33","1989","0.1","12","13","92.3","223","50","5","5","100.0","2","3","66.7","3","3","100.0","0","0.3","0.2","-0.3","2","0","0","0","0",
"Lucas Torró","esESP","MF","Osasuna","esLa Liga","28","1994","27.5","940","1166","80.6","15141","4090","496","571","86.9","350","415","84.3","68","116","58.6","0","0.3","0.4","-0.3","9","80","0","0","98",
"Nabil Touaizi","maMAR","MF","Espanyol","esLa Liga","21","2001","0.0","1","1","100.0","17","0","0","0","","1","1","100.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","1",
"Almamy Touré","mlMLI","DF","Eint Frankfurt","deBundesliga","26","1996","4.4","188","232","81.0","3407","1258","68","76","89.5","99","115","86.1","17","28","60.7","1","0.6","0.5","+0.4","1","11","1","0","17",
"Birama Touré","mlMLI","MF","Auxerre","frLigue 1","30","1992","37.8","1236","1538","80.4","23867","7341","466","545","85.5","516","597","86.4","199","291","68.4","0","0.2","0.9","-0.2","5","121","11","0","138",
"Mo Touré","auAUS","FW,MF","Reims","frLigue 1","18","2004","0.3","3","6","50.0","46","15","2","4","50.0","1","1","100.0","0","1","0.0","0","0.0","0.0","0.0","1","0","0","0","1",
"Souleymane Touré","frFRA","DF","Marseille","frLigue 1","19","2003","0.8","32","38","84.2","583","158","10","13","76.9","21","23","91.3","1","2","50.0","0","0.0","0.0","0.0","0","3","0","0","2",
"Souleymane Touré","frFRA","DF","Auxerre","frLigue 1","19","2003","17.6","681","782","87.1","12785","4114","223","261","85.4","359","381","94.2","76","106","71.7","0","0.4","0.4","-0.4","8","41","4","0","45",
"Lucas Tousart","frFRA","MF","Hertha BSC","deBundesliga","25","1997","32.7","530","885","59.9","8426","3235","268","402","66.7","197","282","69.9","36","94","38.3","2","2.0","2.1","0.0","18","72","9","3","93",
"Yoann Touzghar","tnTUN","FW","Ajaccio","frLigue 1","35","1986","5.0","80","112","71.4","968","196","59","74","79.7","13","20","65.0","2","3","66.7","0","0.0","0.1","0.0","1","5","0","0","7",
"Adama Traoré","esESP","FW,MF","Wolves","engPremier League","26","1996","16.6","325","494","65.8","4826","1228","198","264","75.0","85","129","65.9","25","46","54.3","1","3.7","3.2","-2.7","24","17","22","14","36",
"Bertrand Traoré","bfBFA","FW,MF","Aston Villa","engPremier League","26","1995","2.6","59","75","78.7","868","258","36","40","90.0","18","21","85.7","3","5","60.0","0","0.1","0.1","-0.1","1","1","5","3","9",
"Boubacar Traoré","mlMLI","MF","Wolves","engPremier League","20","2001","4.6","118","149","79.2","1952","617","56","66","84.8","55","63","87.3","6","11","54.5","1","0.2","0.1","+0.8","1","16","1","0","8",
"Charles Traore","mlMLI","DF","Nantes","frLigue 1","30","1992","5.4","181","239","75.7","3371","1427","68","81","84.0","84","107","78.5","21","38","55.3","0","0.5","0.4","-0.5","2","18","4","2","11",
"Hamari Traoré","mlMLI","DF","Rennes","frLigue 1","30","1992","28.1","1541","1826","84.4","27185","8228","633","709","89.3","759","868","87.4","124","194","63.9","4","2.6","3.6","+1.4","22","132","34","13","159",
"Kevin Trapp","deGER","GK","Eint Frankfurt","deBundesliga","32","1990","33.0","616","888","69.4","15447","10068","133","134","99.3","327","332","98.5","151","412","36.7","0","0.0","0.0","0.0","0","9","0","0","0",
"Mark Travers","ieIRL","GK","Bournemouth","engPremier League","23","1999","11.5","281","368","76.4","7963","5655","97","97","100.0","101","102","99.0","82","168","48.8","0","0.0","0.0","0.0","0","5","0","0","0",
"Óscar Trejo","arARG","MF,FW","Rayo Vallecano","esLa Liga","34","1988","23.8","811","1005","80.7","11119","3045","497","558","89.1","233","283","82.3","36","69","52.2","4","3.3","2.9","+0.7","43","107","23","2","123",
"Manu Trigueros","esESP","MF","Villarreal","esLa Liga","30","1991","9.2","475","534","89.0","6910","1993","270","288","93.8","155","175","88.6","25","35","71.4","1","1.1","0.7","-0.1","10","69","12","1","76",
"Christopher Trimmel","atAUT","DF","Union Berlin","deBundesliga","35","1987","20.1","649","1040","62.4","11591","5038","293","350","83.7","264","362","72.9","75","262","28.6","6","3.2","3.2","+2.8","35","53","26","18","65",
"Théo Trinker","frFRA","MF","Nice","frLigue 1","21","2001","0.0","0","0","","0","0","0","0","","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Kieran Trippier","engENG","DF","Newcastle Utd","engPremier League","31","1990","37.1","1995","2788","71.6","38118","16809","877","992","88.4","745","980","76.0","333","674","49.4","7","12.4","11.8","-5.4","110","182","97","26","260",
"William Troost-Ekong","ngNGA","DF","Salernitana","itSerie A","28","1993","4.9","148","179","82.7","3117","1047","31","36","86.1","102","112","91.1","13","24","54.2","0","0.0","0.0","0.0","0","1","1","1","6",
"Leandro Trossard","beBEL","FW","Arsenal","engPremier League","27","1994","10.3","347","452","76.8","5770","1501","165","191","86.4","133","158","84.2","35","59","59.3","10","4.7","3.9","+5.3","22","20","30","5","57",
