Plyaer, Nation, Position, Team, League, Age, Born, 90s, TotCmp, TotAtt, TotCmp%, TotDist, PrgDist,ShortCmp, ShortAtt, ShortCmp%,MedCmp, MedAtt, MedCmp%,LongCmp, LongAtt, LongCmp%,Ast, xAG, xA, A-xG, KeyPasses, PassIntoFinal3rd, PassintoPenaltyArea, CrossesintoPenaltyArea, ProgressivePasses
"Cimo Röcker","deGER","DF","Hertha BSC","deBundesliga","27","1994","0.2","11","16","68.8","206","81","4","4","100.0","5","6","83.3","2","6","33.3","0","0.1","0.1","-0.1","1","0","0","0","0",
"Enzo Roco","clCHI","DF","Elche","esLa Liga","28","1992","28.4","949","1158","82.0","20066","7944","266","298","89.3","504","561","89.8","165","260","63.5","0","0.1","0.2","-0.1","3","47","2","0","42",
"Stian Rode Gregersen","noNOR","DF","Bordeaux","frLigue 1","26","1995","21.7","772","914","84.5","13659","5174","330","363","90.9","366","411","89.1","59","107","55.1","1","0.4","0.7","+0.6","2","37","4","1","53",
"Sebastian Rode","deGER","MF","Eint Frankfurt","deBundesliga","30","1990","8.4","336","414","81.2","5286","1829","163","193","84.5","132","155","85.2","22","27","81.5","0","0.9","0.7","-0.9","12","29","8","1","54",
"Joe Rodon","wlsWAL","DF","Tottenham","engPremier League","23","1997","1.0","29","35","82.9","509","133","9","11","81.8","15","17","88.2","3","4","75.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Rodri","esESP","MF","Manchester City","engPremier League","25","1996","32.0","2640","2887","91.4","48233","11300","1107","1185","93.4","1207","1271","95.0","294","358","82.1","2","1.4","2.7","+0.6","29","284","37","3","285",
"Rodri","esESP","FW","Betis","esLa Liga","21","2000","9.8","337","415","81.2","5412","1596","178","207","86.0","130","159","81.8","24","34","70.6","2","1.8","1.7","+0.2","17","42","16","0","59",
"Rodrigo","esESP","MF,FW","Leeds United","engPremier League","30","1991","25.2","682","914","74.6","10330","2668","371","453","81.9","188","243","77.4","63","96","65.6","1","3.1","2.7","-2.1","38","54","31","6","105",
"Gerson Rodrigues","luLUX","FW,MF","Troyes","frLigue 1","26","1995","9.4","157","223","70.4","2266","425","88","114","77.2","50","65","76.9","9","16","56.3","1","0.4","0.4","+0.6","8","16","7","1","28",
"Kévin Rodrigues","ptPOR","DF,FW","Rayo Vallecano","esLa Liga","27","1994","4.8","162","229","70.7","2424","1025","89","105","84.8","57","78","73.1","9","25","36.0","0","0.1","0.1","-0.1","3","13","2","1","16",
"Ángel Rodríguez","esESP","FW,MF","Mallorca","esLa Liga","34","1987","17.2","187","263","71.1","2426","544","106","133","79.7","43","56","76.8","13","25","52.0","2","0.9","0.6","+1.1","13","16","10","2","27",
"Óscar Rodríguez Arnaiz","esESP","MF,FW","Getafe","esLa Liga","23","1998","10.5","316","429","73.7","5553","1647","165","206","80.1","95","120","79.2","44","80","55.0","1","0.9","1.2","+0.1","11","34","11","3","36",
"Óscar Rodríguez Arnaiz","esESP","FW,MF","Sevilla","esLa Liga","23","1998","4.6","168","214","78.5","2815","717","95","108","88.0","49","62","79.0","20","33","60.6","0","0.8","0.7","-0.8","5","13","4","2","22",
"Dani Rodríguez","esESP","MF,FW","Mallorca","esLa Liga","33","1988","31.5","716","951","75.3","10319","3155","415","482","86.1","197","259","76.1","52","94","55.3","3","2.8","2.9","+0.2","43","59","27","2","94",
"Guido Rodríguez","arARG","MF","Betis","esLa Liga","27","1994","28.1","1245","1458","85.4","21543","7291","598","673","88.9","484","534","90.6","127","180","70.6","2","0.5","1.0","+1.5","14","112","9","1","123",
"Jay Rodriguez","engENG","FW","Burnley","engPremier League","32","1989","15.4","185","313","59.1","2439","672","127","185","68.6","39","78","50.0","9","19","47.4","2","2.1","0.5","-0.1","12","16","3","1","19",
"Ricardo Rodríguez","chSUI","DF","Torino","itSerie A","28","1992","27.5","1247","1469","84.9","21547","8073","602","644","93.5","515","562","91.6","108","198","54.5","1","1.6","1.8","-0.6","22","101","7","2","115",
"Rodrygo","brBRA","FW","Real Madrid","esLa Liga","20","2001","16.9","555","682","81.4","6480","1383","377","410","92.0","100","133","75.2","15","36","41.7","4","2.4","2.7","+1.6","28","28","21","2","49",
"Mads Roerslev","dkDEN","DF","Brentford","engPremier League","22","1999","13.8","230","358","64.2","3857","1221","107","138","77.5","100","149","67.1","17","45","37.8","1","0.6","0.8","+0.4","7","16","8","7","22",
"Marko Rog","hrCRO","MF","Cagliari","itSerie A","26","1995","3.5","122","152","80.3","1663","357","71","81","87.7","36","47","76.6","6","9","66.7","1","0.1","0.1","+0.9","4","13","1","0","14",
"Rogério","brBRA","DF","Sassuolo","itSerie A","23","1998","19.2","921","1131","81.4","14979","4524","459","510","90.0","354","400","88.5","76","140","54.3","1","1.9","1.8","-0.9","27","57","26","12","78",
"Alessio Romagnoli","itITA","DF","Milan","itSerie A","26","1995","15.7","893","999","89.4","16845","6188","291","323","90.1","505","540","93.5","80","108","74.1","0","0.1","0.5","-0.1","3","66","3","0","71",
"Simone Romagnoli","itITA","DF","Empoli","itSerie A","31","1990","16.6","612","796","76.9","12093","5583","205","245","83.7","320","395","81.0","83","136","61.0","0","0.4","0.6","-0.4","5","44","7","0","61",
"Leo Román","esESP","GK","Mallorca","esLa Liga","21","2000","2.0","47","67","70.1","1236","801","11","11","100.0","22","22","100.0","14","34","41.2","0","0.0","0.0","0.0","0","1","0","0","0",
"Cristian Romero","arARG","DF","Tottenham","engPremier League","23","1998","20.5","1149","1325","86.7","20261","7099","473","517","91.5","551","590","93.4","93","159","58.5","0","0.3","0.5","-0.3","6","57","7","0","65",
"Iván Romero","esESP","FW","Sevilla","esLa Liga","20","2001","2.0","28","34","82.4","426","53","10","12","83.3","15","16","93.8","1","1","100.0","0","0.0","0.2","0.0","0","3","1","0","4",
"Luka Romero","arARG","FW","Lazio","itSerie A","16","2004","0.9","35","37","94.6","498","38","19","20","95.0","12","12","100.0","1","1","100.0","0","0.0","0.1","0.0","1","0","1","1","0",
"Sergio Romero","arARG","GK","Venezia","itSerie A","34","1987","16.0","415","586","70.8","11661","8294","78","80","97.5","191","199","96.0","145","305","47.5","0","0.0","0.0","0.0","1","11","0","0","1",
"Oriol Romeu","esESP","MF","Southampton","engPremier League","29","1991","32.1","1377","1691","81.4","23235","6190","676","787","85.9","535","614","87.1","133","198","67.2","2","2.9","2.5","-0.9","37","148","23","3","156",
"Cristiano Ronaldo","ptPOR","FW","Manchester Utd","engPremier League","36","1985","27.3","726","904","80.3","8929","1337","469","541","86.7","174","218","79.8","20","29","69.0","3","2.9","2.0","+0.1","26","46","16","0","64",
"Cristiano Ronaldo","ptPOR","FW","Juventus","itSerie A","36","1985","0.3","8","13","61.5","105","16","6","8","75.0","1","2","50.0","1","1","100.0","0","0.1","0.0","-0.1","1","0","0","0","2",
"Salomón Rondón","veVEN","FW","Everton","engPremier League","31","1989","8.8","117","193","60.6","1410","190","77","116","66.4","23","41","56.1","5","5","100.0","1","0.7","0.7","+0.3","8","4","1","0","9",
"Valentin Rongier","frFRA","MF,DF","Marseille","frLigue 1","26","1994","24.4","1753","1950","89.9","27552","7112","905","972","93.1","696","762","91.3","100","127","78.7","1","1.4","2.2","-0.4","17","160","22","2","195",
"Marten de Roon","nlNED","MF,DF","Atalanta","itSerie A","30","1991","28.3","1434","1690","84.9","25483","8331","650","725","89.7","618","677","91.3","141","230","61.3","0","0.3","1.1","-0.3","7","163","21","0","176",
"Unai Ropero","esESP","MF","Alavés","esLa Liga","19","2001","0.1","1","1","100.0","11","0","1","1","100.0","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Pablo Rosario","doDOM","MF","Nice","frLigue 1","24","1997","30.3","1522","1737","87.6","26102","6712","680","749","90.8","681","751","90.7","123","166","74.1","2","1.0","1.3","+1.0","20","147","14","3","186",
"Romario Rösch","deGER","MF","Mainz 05","deBundesliga","22","1999","0.0","0","0","","0","0","0","0","","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Danny Rose","engENG","DF","Watford","engPremier League","31","1990","7.7","227","340","66.8","4251","2344","104","118","88.1","90","128","70.3","29","71","40.8","0","0.8","0.5","-0.8","5","29","7","1","33",
"Francesco Rossi","itITA","GK","Atalanta","itSerie A","30","1991","0.4","12","16","75.0","341","279","0","0","","8","8","100.0","4","8","50.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Tom Rothe","deGER","DF","Dortmund","deBundesliga","16","2004","1.0","40","54","74.1","574","202","23","27","85.2","16","19","84.2","1","5","20.0","0","0.0","0.0","0.0","1","1","0","0","0",
"Jérôme Roussillon","frFRA","DF","Wolfsburg","deBundesliga","28","1993","19.7","675","918","73.5","11140","4068","328","414","79.2","269","339","79.4","54","94","57.4","0","1.6","1.2","-1.6","15","43","19","8","64",
"Nicolò Rovella","itITA","MF","Genoa","itSerie A","19","2001","16.3","762","977","78.0","14063","3760","344","373","92.2","269","327","82.3","121","226","53.5","3","2.3","2.5","+0.7","30","64","8","1","84",
"Jonathan Rowe","engENG","FW,MF","Norwich City","engPremier League","18","2003","2.5","48","72","66.7","534","142","34","42","81.0","8","10","80.0","1","7","14.3","1","0.5","0.2","+0.5","5","4","2","0","3",
"Amir Rrahmani","xkKVX","DF","Napoli","itSerie A","27","1994","32.5","1835","2015","91.1","32159","11658","795","850","93.5","861","905","95.1","155","215","72.1","0","0.1","0.4","-0.1","5","83","3","0","81",
"Ruan","brBRA","DF","Sassuolo","itSerie A","22","1999","2.4","84","110","76.4","1194","609","52","60","86.7","26","37","70.3","2","6","33.3","0","0.1","0.0","-0.1","1","5","0","0","8",
"Rubén","esESP","DF","Espanyol","esLa Liga","20","2001","1.7","45","69","65.2","660","154","20","27","74.1","17","26","65.4","2","8","25.0","1","0.5","0.2","+0.5","1","1","1","0","1",
"John Ruddy","engENG","GK","Wolves","engPremier League","34","1986","1.5","22","33","66.7","458","296","11","12","91.7","6","6","100.0","4","14","28.6","0","0.0","0.0","0.0","0","1","0","0","0",
"Antonio Rüdiger","deGER","DF","Chelsea","engPremier League","28","1993","33.7","2217","2534","87.5","41765","13323","865","926","93.4","1079","1167","92.5","247","369","66.9","0","0.7","1.5","-0.7","12","219","24","3","188",
"Sebastian Rudy","deGER","MF","Hoffenheim","deBundesliga","31","1990","8.6","305","405","75.3","4857","1770","144","174","82.8","117","146","80.1","24","44","54.5","1","0.3","1.2","+0.7","6","35","5","1","44",
"Daniele Rugani","itITA","DF","Juventus","itSerie A","27","1994","9.8","497","547","90.9","9586","3391","154","159","96.9","296","312","94.9","41","63","65.1","0","0.0","0.1","0.0","1","23","0","0","28",
"Matteo Ruggeri","itITA","DF","Salernitana","itSerie A","19","2002","7.5","198","302","65.6","3402","1434","94","114","82.5","78","122","63.9","22","47","46.8","0","0.3","0.4","-0.3","4","15","6","5","16",
"Mário Rui","ptPOR","DF","Napoli","itSerie A","30","1991","33.2","2073","2461","84.2","33194","10011","1142","1230","92.8","682","786","86.8","183","301","60.8","5","3.3","3.6","+1.7","41","126","36","8","150",
"Aitor Ruibal","esESP","FW,DF","Betis","esLa Liga","25","1996","9.5","258","341","75.7","3647","1225","162","188","86.2","77","99","77.8","12","24","50.0","0","1.0","0.5","-1.0","11","23","8","2","28",
"Isma Ruiz","esESP","MF","Granada","esLa Liga","20","2001","3.1","103","124","83.1","1823","302","47","52","90.4","44","54","81.5","11","14","78.6","0","0.1","0.1","-0.1","2","6","0","0","2",
"Fabián Ruiz Peña","esESP","MF","Napoli","itSerie A","25","1996","26.5","1969","2196","89.7","32223","8053","1057","1132","93.4","654","719","91.0","190","230","82.6","4","2.9","2.8","+1.1","32","219","32","2","220",
"Víctor Ruiz","esESP","DF","Betis","esLa Liga","32","1989","15.8","778","896","86.8","15244","6426","278","307","90.6","399","435","91.7","95","143","66.4","0","0.1","0.2","-0.1","6","40","4","0","54",
"Gerónimo Rulli","arARG","GK","Villarreal","esLa Liga","29","1992","32.0","1051","1288","81.6","26543","16729","216","219","98.6","572","581","98.5","259","482","53.7","0","0.0","0.1","0.0","0","15","2","0","2",
"Lukas Rupp","deGER","MF","Norwich City","engPremier League","30","1991","8.5","322","391","82.4","4884","1244","170","191","89.0","116","129","89.9","22","35","62.9","0","1.4","1.1","-1.4","9","24","5","1","35",
"Alessandro Russo","itITA","MF","Salernitana","itSerie A","17","2003","0.3","3","6","50.0","24","6","2","2","100.0","0","1","0.0","0","1","0.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Franco Russo","arARG","DF","Mallorca","esLa Liga","26","1994","16.3","491","644","76.2","10027","4613","157","188","83.5","245","289","84.8","82","144","56.9","0","0.2","0.9","-0.2","1","23","1","0","41",
"Georginio Rutter","frFRA","FW,MF","Hoffenheim","deBundesliga","19","2002","17.9","198","319","62.1","2950","756","102","145","70.3","60","90","66.7","17","29","58.6","2","4.2","2.9","-2.2","15","14","15","4","42",
"Mathew Ryan","auAUS","GK","Real Sociedad","esLa Liga","29","1992","3.0","67","107","62.6","1976","1435","11","11","100.0","30","30","100.0","26","66","39.4","0","0.0","0.0","0.0","0","1","0","0","0",
"Julian Ryerson","noNOR","DF","Union Berlin","deBundesliga","23","1997","15.9","482","650","74.2","8233","2877","242","286","84.6","181","226","80.1","47","91","51.6","0","1.5","1.5","-1.5","18","37","22","13","50",
"Frederik Rønnow","dkDEN","GK","Union Berlin","deBundesliga","28","1992","7.0","168","257","65.4","5036","4020","24","24","100.0","82","84","97.6","62","147","42.2","0","0.0","0.0","0.0","0","3","0","0","0",
"José Sá","ptPOR","GK","Wolves","engPremier League","28","1993","36.5","770","1109","69.4","20016","12844","161","164","98.2","379","386","98.2","223","548","40.7","1","0.9","0.0","+0.1","3","14","1","0","2",
"Roli Pereira de Sa","frFRA","MF","Nantes","frLigue 1","24","1996","6.4","222","272","81.6","3354","774","129","150","86.0","70","81","86.4","14","19","73.7","0","0.6","0.6","-0.6","7","19","1","1","16",
"Youssouf Sabaly","snSEN","DF","Betis","esLa Liga","28","1993","8.8","414","497","83.3","5854","1907","244","266","91.7","142","166","85.5","14","33","42.4","1","0.5","0.6","+0.5","7","17","5","2","30",
"Mathys Saban","frFRA","FW,MF","Saint-Étienne","frLigue 1","19","2002","0.8","11","14","78.6","146","37","6","6","100.0","3","5","60.0","1","1","100.0","0","0.0","0.0","0.0","0","1","1","0","2",
"Stefano Sabelli","itITA","DF","Genoa","itSerie A","28","1993","3.9","96","153","62.7","1485","630","52","64","81.3","41","59","69.5","2","15","13.3","0","0.1","0.1","-0.1","2","8","3","0","14",
"Abdelhamid Sabiri","maMAR","MF,FW","Sampdoria","itSerie A","24","1996","9.9","259","346","74.9","4452","1155","123","145","84.8","98","121","81.0","28","44","63.6","2","1.6","0.7","+0.4","13","28","5","1","35",
"Marcel Sabitzer","atAUT","MF,FW","RB Leipzig","deBundesliga","27","1994","0.5","40","49","81.6","678","174","22","24","91.7","12","14","85.7","5","9","55.6","0","0.0","0.0","0.0","0","7","0","0","5",
"Marcel Sabitzer","atAUT","MF,DF","Bayern Munich","deBundesliga","27","1994","10.1","576","712","80.9","8556","2280","334","380","87.9","190","231","82.3","32","50","64.0","1","1.7","2.2","-0.7","11","51","16","2","66",
"Falaye Sacko","mlMLI","DF","Saint-Étienne","frLigue 1","26","1995","7.4","368","437","84.2","6327","2671","161","173","93.1","166","184","90.2","33","62","53.2","0","0.2","0.1","-0.2","2","28","0","0","38",
"Alexis Saelemaekers","beBEL","FW","Milan","itSerie A","22","1999","20.7","681","869","78.4","9508","2300","438","500","87.6","189","241","78.4","34","60","56.7","3","3.3","3.3","-0.3","38","45","26","10","54",
"Moïse Sahi Dion","ciCIV","FW,MF","Strasbourg","frLigue 1","19","2001","1.4","36","42","85.7","523","147","20","24","83.3","14","15","93.3","1","2","50.0","0","0.1","0.1","-0.1","1","4","1","1","8",
"Rafiki Said","kmCOM","MF,FW","Brest","frLigue 1","21","2000","1.4","42","57","73.7","650","173","27","35","77.1","10","12","83.3","3","5","60.0","0","0.1","0.2","-0.1","2","3","2","1","4",
"Wesley Saïd","frFRA","FW,MF","Lens","frLigue 1","26","1995","7.3","164","232","70.7","2490","656","85","102","83.3","55","80","68.8","13","24","54.2","0","0.9","0.7","-0.9","14","18","4","0","32",
"Allan Saint-Maximin","frFRA","FW,MF","Newcastle Utd","engPremier League","24","1997","31.2","529","747","70.8","7953","1853","299","359","83.3","165","225","73.3","38","75","50.7","5","4.3","3.8","+0.7","50","51","32","8","87",
"Romain Saïss","maMAR","DF","Wolves","engPremier League","31","1990","30.1","1437","1808","79.5","26860","12453","585","658","88.9","691","812","85.1","148","298","49.7","0","0.3","0.3","-0.3","7","159","1","0","137",
"Bukayo Saka","engENG","FW,MF","Arsenal","engPremier League","19","2001","33.1","893","1196","74.7","13040","2831","527","612","86.1","289","374","77.3","46","106","43.4","7","7.5","6.9","-0.5","68","40","31","6","101",
"Mamadou Sakho","frFRA","DF","Montpellier","frLigue 1","31","1990","28.6","1408","1579","89.2","25000","11223","571","608","93.9","694","746","93.0","114","188","60.6","0","0.1","0.2","-0.1","4","63","2","0","84",
"Bakary Sako","mlMLI","FW,MF","Saint-Étienne","frLigue 1","33","1988","1.7","30","43","69.8","524","117","13","18","72.2","14","18","77.8","2","3","66.7","0","0.0","0.1","0.0","2","5","0","0","4",
"Jacopo Sala","itITA","MF","Spezia","itSerie A","29","1991","9.8","407","473","86.0","6478","1820","203","224","90.6","158","177","89.3","28","43","65.1","0","0.4","0.3","-0.4","7","35","4","1","41",
"Mohamed Salah","egEGY","FW","Liverpool","engPremier League","29","1992","30.7","875","1136","77.0","11516","3063","567","648","87.5","233","309","75.4","29","49","59.2","13","10.0","7.4","+3.0","62","46","57","4","122",
"Eddie Salcedo","itITA","MF,FW","Spezia","itSerie A","19","2001","4.8","100","148","67.6","1612","410","48","69","69.6","36","44","81.8","9","15","60.0","0","0.2","0.2","-0.2","5","10","5","1","17",
"William Saliba","frFRA","DF","Marseille","frLigue 1","20","2001","36.0","2853","3068","93.0","50153","15749","1134","1205","94.1","1502","1560","96.3","174","226","77.0","0","0.4","1.6","-0.4","6","201","12","2","220",
"Romain Salin","frFRA","GK","Rennes","frLigue 1","37","1984","1.0","30","33","90.9","789","550","6","6","100.0","15","15","100.0","9","12","75.0","0","0.0","0.0","0.0","0","2","0","0","0",
"Mohammed Salisu","ghGHA","DF","Southampton","engPremier League","22","1999","33.0","1388","1851","75.0","24582","11429","582","672","86.6","664","829","80.1","116","280","41.4","0","0.8","0.7","-0.8","9","150","5","2","136",
"Roland Sallai","huHUN","MF,FW","Freiburg","deBundesliga","24","1997","17.2","316","490","64.5","4819","1577","180","238","75.6","94","135","69.6","29","54","53.7","4","3.8","4.3","+0.2","18","24","24","12","46",
"Yoann Salmier","gfGUF","DF","Troyes","frLigue 1","28","1992","29.6","1120","1347","83.1","19675","7493","510","559","91.2","479","545","87.9","102","183","55.7","1","0.7","0.6","+0.3","9","57","2","1","94",
"Salvi","esESP","MF,FW","Cádiz","esLa Liga","30","1991","15.5","212","360","58.9","2930","1025","123","157","78.3","59","99","59.6","11","49","22.4","1","1.2","0.9","-0.2","8","14","15","9","25",
"Lazar Samardzic","rsSRB","MF,FW","Udinese","itSerie A","19","2002","5.4","200","258","77.5","3372","1147","102","121","84.3","66","81","81.5","25","44","56.8","2","1.3","1.3","+0.7","19","18","6","1","22",
"Diadie Samassékou","mlMLI","MF","Hoffenheim","deBundesliga","25","1996","18.4","572","720","79.4","9369","2494","261","307","85.0","237","283","83.7","45","66","68.2","0","1.0","1.1","-1.0","9","40","5","0","62",
"Mama Samba Baldé","gwGNB","MF,FW","Troyes","frLigue 1","25","1995","19.1","289","425","68.0","4142","1075","171","231","74.0","90","117","76.9","16","27","59.3","2","1.1","0.9","+0.9","17","29","13","1","48",
"Albert Sambi Lokonga","beBEL","MF","Arsenal","engPremier League","21","1999","12.6","727","824","88.2","12262","3171","331","367","90.2","324","352","92.0","54","78","69.2","0","1.0","1.1","-1.0","18","68","14","1","84",
"Junior Sambia","frFRA","DF,FW","Montpellier","frLigue 1","24","1996","17.0","551","725","76.0","8760","3407","300","353","85.0","174","228","76.3","50","101","49.5","0","0.7","0.8","-0.7","11","46","12","6","52",
"Luigi Samele","itITA","FW","Sassuolo","itSerie A","19","2002","0.1","2","3","66.7","16","3","2","3","66.7","0","0","","0","0","","1","0.5","0.2","+0.5","1","0","0","0","0",
"Fede San Emeterio","esESP","MF","Cádiz","esLa Liga","24","1997","9.2","281","348","80.7","4533","1338","144","168","85.7","98","112","87.5","29","40","72.5","0","0.3","0.5","-0.3","3","24","2","0","22",
"Antonio Sanabria","pyPAR","FW","Torino","itSerie A","25","1996","20.0","348","482","72.2","4786","453","218","281","77.6","79","108","73.1","23","28","82.1","1","1.8","1.2","-0.8","18","14","6","1","24",
"Oihan Sancet","esESP","FW","Athletic Club","esLa Liga","21","2000","15.8","347","450","77.1","4774","1054","207","246","84.1","89","128","69.5","20","29","69.0","4","2.9","2.3","+1.1","27","32","26","2","76",
"Renato Sanches","ptPOR","MF,FW","Lille","frLigue 1","23","1997","18.3","986","1208","81.6","19383","6030","387","437","88.6","394","459","85.8","166","238","69.7","5","3.3","4.1","+1.7","35","137","29","7","171",
"Alexis Sánchez","clCHI","FW","Inter","itSerie A","32","1988","9.8","348","456","76.3","5914","1714","174","206","84.5","109","141","77.3","47","75","62.7","2","2.0","2.5","0.0","20","32","30","5","76",
"Antonio Sánchez","esESP","MF,FW","Mallorca","esLa Liga","24","1997","18.0","519","670","77.5","8268","2444","284","322","88.2","156","194","80.4","56","96","58.3","0","0.4","0.7","-0.4","9","46","9","1","66",
"Davinson Sánchez","coCOL","DF","Tottenham","engPremier League","25","1996","18.1","994","1133","87.7","17192","5242","398","433","91.9","515","546","94.3","59","111","53.2","0","0.3","1.0","-0.3","5","70","6","1","65",
"Germán Sánchez","esESP","DF","Granada","esLa Liga","34","1986","25.5","781","1049","74.5","15625","6426","265","296","89.5","390","466","83.7","112","253","44.3","1","0.2","0.7","+0.8","5","46","1","0","41",
"Juanlu Sánchez","esESP","MF","Sevilla","esLa Liga","17","2003","0.1","2","4","50.0","58","7","0","1","0.0","1","1","100.0","1","2","50.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Manu Sánchez","esESP","DF","Osasuna","esLa Liga","20","2000","25.1","868","1164","74.6","13128","5782","486","544","89.3","300","402","74.6","51","125","40.8","3","1.9","3.0","+1.1","19","80","33","16","97",
"Robert Sánchez","esESP","GK","Brighton","engPremier League","23","1997","37.0","1082","1525","71.0","28041","16948","200","200","100.0","601","612","98.2","277","699","39.6","0","0.4","0.2","-0.4","3","26","0","0","1",
"Jadon Sancho","engENG","FW,MF","Manchester Utd","engPremier League","21","2000","21.1","805","984","81.8","10392","2336","525","602","87.2","218","271","80.4","21","30","70.0","3","4.1","3.6","-1.1","41","31","39","7","88",
"Philippe Sandler","nlNED","DF","Troyes","frLigue 1","24","1997","0.8","21","27","77.8","321","218","15","15","100.0","5","7","71.4","1","5","20.0","0","0.0","0.0","0.0","0","2","0","0","0",
"Alex Sandro","brBRA","DF","Juventus","itSerie A","30","1991","19.8","918","1096","83.8","16222","5459","396","440","90.0","420","489","85.9","84","119","70.6","1","1.3","1.3","-0.3","23","73","26","10","80",
"Leroy Sané","deGER","FW,MF","Bayern Munich","deBundesliga","25","1996","22.0","821","996","82.4","11611","2731","485","552","87.9","242","288","84.0","48","63","76.2","7","6.2","7.1","+0.8","49","70","40","4","117",
"Oier Sanjurjo","esESP","MF","Osasuna","esLa Liga","35","1986","8.4","228","324","70.4","3845","1235","120","161","74.5","73","98","74.5","27","44","61.4","0","0.2","0.4","-0.2","2","26","9","2","34",
"Mohamed Sankoh","nlNED","FW","Stuttgart","deBundesliga","17","2003","0.0","0","0","","0","0","0","0","","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Morgan Sanson","frFRA","MF","Aston Villa","engPremier League","26","1994","4.0","123","162","75.9","1851","506","72","78","92.3","40","53","75.5","6","15","40.0","0","0.0","0.1","0.0","1","18","1","1","21",
"Nicola Sansone","itITA","FW,MF","Bologna","itSerie A","29","1991","10.0","236","336","70.2","3516","1020","126","152","82.9","65","91","71.4","23","50","46.0","3","2.0","1.9","+1.0","16","15","12","8","22",
"Baptiste Santamaria","frFRA","MF,DF","Rennes","frLigue 1","26","1995","28.0","1336","1551","86.1","25462","6474","522","589","88.6","593","649","91.4","188","244","77.0","1","0.9","1.0","+0.1","17","113","13","3","133",
"Baptiste Santamaria","frFRA","MF","Freiburg","deBundesliga","26","1995","0.2","1","3","33.3","8","0","1","3","33.3","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Federico Santander","pyPAR","FW,DF","Bologna","itSerie A","30","1991","0.7","17","29","58.6","242","48","10","16","62.5","5","6","83.3","1","1","100.0","0","0.1","0.1","-0.1","1","2","1","0","3",
"Yellu Santiago","esESP","MF","Valencia","esLa Liga","17","2004","0.9","28","35","80.0","432","139","12","15","80.0","10","12","83.3","3","5","60.0","0","0.0","0.0","0.0","0","1","0","0","2",
"Samir Santos","brBRA","DF","Watford","engPremier League","26","1994","18.6","538","669","80.4","10401","3673","185","202","91.6","292","328","89.0","55","125","44.0","0","0.1","0.1","-0.1","2","27","2","0","24",
"Samir Santos","brBRA","DF","Udinese","itSerie A","26","1994","15.8","535","688","77.8","9395","3682","235","269","87.4","243","287","84.7","47","106","44.3","0","0.1","0.1","-0.1","3","32","3","2","46",
"Sergio Santos","esESP","DF","Real Madrid","esLa Liga","20","2001","0.1","8","8","100.0","136","39","4","4","100.0","3","3","100.0","1","1","100.0","0","0.1","0.0","-0.1","1","0","1","1","0",
"Alvaro Sanz","esESP","MF","Barcelona","esLa Liga","20","2001","0.3","11","13","84.6","175","35","5","6","83.3","6","6","100.0","0","1","0.0","0","0.0","0.0","0.0","1","1","0","0","1",
"Riccardo Saponara","itITA","FW","Fiorentina","itSerie A","29","1991","14.3","427","555","76.9","7378","1930","204","249","81.9","171","208","82.2","40","55","72.7","3","3.2","2.6","-0.2","20","39","25","7","93",
"Pablo Sarabia","esESP","FW","Paris S-G","frLigue 1","29","1992","0.2","13","20","65.0","182","8","7","7","100.0","4","6","66.7","0","3","0.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Marcelo Saracchi","uyURU","DF","Levante","esLa Liga","23","1998","2.1","86","107","80.4","1584","539","35","43","81.4","32","37","86.5","14","17","82.4","1","0.2","0.2","+0.8","6","5","5","2","8",
"Josh Sargent","usUSA","FW,MF","Norwich City","engPremier League","21","2000","17.5","292","410","71.2","3577","820","208","258","80.6","63","96","65.6","8","16","50.0","1","0.9","1.2","+0.1","11","8","5","0","12",
"Jeremy Sarmiento","ecECU","FW,MF","Brighton","engPremier League","19","2002","0.5","14","20","70.0","156","37","8","12","66.7","5","5","100.0","0","0","","0","0.0","0.0","0.0","0","1","1","0","1",
"Bouna Sarr","snSEN","DF","Bayern Munich","deBundesliga","29","1992","0.7","28","40","70.0","429","101","17","18","94.4","8","14","57.1","1","2","50.0","0","0.0","0.0","0.0","0","1","0","0","3",
"Ismaila Sarr","snSEN","FW,MF","Watford","engPremier League","23","1998","20.7","332","478","69.5","4981","1253","182","225","80.9","105","144","72.9","21","41","51.2","2","2.9","2.3","-0.9","21","21","22","4","52",
"Malang Sarr","frFRA","DF","Chelsea","engPremier League","22","1999","6.1","432","493","87.6","7202","2241","191","206","92.7","211","226","93.4","26","48","54.2","0","0.4","0.3","-0.4","3","36","2","1","23",
"Joan Sastre Vanrell","esESP","DF","Mallorca","esLa Liga","24","1997","2.9","74","106","69.8","1391","650","30","41","73.2","30","40","75.0","12","20","60.0","0","0.0","0.0","0.0","0","4","0","0","3",
